module_name	gene	mean_expression_loop_tal	detection_fraction_loop_tal	mean_expression_other_compartments	loop_tal_specificity_ratio	approx_contribution_rank	curated_exemplar	known_tal_marker	known_transport_or_calcium_gene	notes
R1_MAGMA_Bonferroni_only	AIF1	0.00868807520113769	0.00740740740740741	0.0224401037346148	0.387167364140506	62	no	no	no	Descriptive contribution proxy from Loop/TAL expression and specificity; not causal evidence.
R1_MAGMA_Bonferroni_only	ALPL	0.0161812785440674	0.0148148148148148	0.0284220542901335	0.569321232362973	59	no	no	no	Descriptive contribution proxy from Loop/TAL expression and specificity; not causal evidence.
R1_MAGMA_Bonferroni_only	AP1S3	0.383433733571728	0.314814814814815	0.104197568572745	3.67987215195106	26	no	no	no	Descriptive contribution proxy from Loop/TAL expression and specificity; not causal evidence.
R1_MAGMA_Bonferroni_only	AQP1	0.105554607246608	0.0796296296296296	0.143109055321465	0.737581610555107	41	no	no	no	Descriptive contribution proxy from Loop/TAL expression and specificity; not causal evidence.
R1_MAGMA_Bonferroni_only	ASCC3	0.768831822876949	0.566666666666667	0.543251808281323	1.415240245392	13	no	no	no	Descriptive contribution proxy from Loop/TAL expression and specificity; not causal evidence.
R1_MAGMA_Bonferroni_only	ATG16L1	0.103822877768717	0.105555555555556	0.0902315148654088	1.15062766897966	42	no	no	no	Descriptive contribution proxy from Loop/TAL expression and specificity; not causal evidence.
R1_MAGMA_Bonferroni_only	ATP6V1G2	0.00606057485462592	0.00740740740740741	0.0036409314336857	1.66456696602052	63	no	no	no	Descriptive contribution proxy from Loop/TAL expression and specificity; not causal evidence.
R1_MAGMA_Bonferroni_only	BAG6	0.124548366375809	0.122222222222222	0.173330602067061	0.718559591739388	38	no	no	no	Descriptive contribution proxy from Loop/TAL expression and specificity; not causal evidence.
R1_MAGMA_Bonferroni_only	BNIP1	0.0631196269708586	0.062962962962963	0.0327281387788231	1.92860420413202	47	no	no	no	Descriptive contribution proxy from Loop/TAL expression and specificity; not causal evidence.
R1_MAGMA_Bonferroni_only	CASR	1.6742806260509	0.846296296296296	0.117068784577945	14.3016827140156	2	yes	no	yes	Descriptive contribution proxy from Loop/TAL expression and specificity; not causal evidence.
