gene	twas_z	twas_p	twas_fdr	reference_tissue	n_model_snps	model_class	magma_overlap	current_exemplar_gene	interpretation_class	notes
PPIB	0.971096932888031	0.33150001100577	0.821973589109808	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TTC34	0.970896124839783	0.331600008085779	0.821973589109808	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
AC009120.5	0.970896124839783	0.331600008085779	0.821973589109808	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
NBEA	0.970494627952576	0.331800001346691	0.821973589109808	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
AK9	0.969542712959035	0.332274479830911	0.821973589109808	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
MBOAT2	-0.969491541385651	0.332299998519969	0.821973589109808	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SASH1	-0.969291031360626	0.332400002817445	0.821973589109808	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
OXER1	-0.969090580940247	0.332499996816442	0.821973589109808	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
HCP5B	-0.968890130519867	0.332600010241621	0.821973589109808	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
INAFM2	0.968890130519867	0.332600010241621	0.821973589109808	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP11-757G1.6	0.968685520539833	0.332702119086644	0.821973589109808	GTEx_v8_Kidney_Cortex	2	multi_snp_model	no	no	not_fdr_supported	proxy only
RNF185	-0.968609232494747	0.332740195157387	0.821973589109808	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
MGAT4A	0.968289136886597	0.332899988514436	0.821973589109808	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ZNF558	0.968088865280152	0.332999990311236	0.821973589109808	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
HIF1AN	-0.967888593673706	0.333100011498335	0.821973589109808	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ZNF689	-0.967488288879394	0.333299992911882	0.821973589109808	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
STK32A	0.967288136482239	0.333400012668474	0.821973589109808	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP11-563N4.1	-0.967088103294372	0.333499992202943	0.821973589109808	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
RP11-725G5.2	-0.967088103294372	0.333499992202943	0.821973589109808	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
YME1L1	-0.96668803691864	0.333700009300271	0.821973589109808	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
IGSF9	-0.966488122940064	0.333799987239709	0.821973589109808	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
NPTX2	-0.966288149356842	0.333900014315408	0.821973589109808	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ARMC1	0.96608829498291	0.334000001075476	0.821973589109808	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LAX1	0.964889824390412	0.334599998641007	0.823016950981685	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TMPPE	-0.964690208435059	0.334700001028104	0.823016950981685	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ARHGEF39	0.963892161846161	0.335099993960702	0.823531996062206	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LLGL1	-0.963350899007375	0.335371458201027	0.823531996062206	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
METTL2A	0.96329402923584	0.335399988809897	0.823531996062206	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
C11orf71	0.963094711303711	0.33549999560638	0.823531996062206	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP11-539L10.2	-0.962895452976227	0.335599991687265	0.823531996062206	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
RP1-197B17.4	-0.962213063630856	0.335942588292986	0.823835497521536	GTEx_v8_Kidney_Cortex	2	multi_snp_model	no	no	not_fdr_supported	proxy only
GSTM2	-0.962098777294159	0.33599998825631	0.823835497521536	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ASGR2	0.961103737354279	0.336500010723674	0.824031457317506	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SIRT3	0.960706055164337	0.336699985793036	0.824031457317506	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP11-622C24.2	-0.96030843257904	0.336900007289144	0.824031457317506	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
RP11-71L14.4	-0.96030843257904	0.336900007289144	0.824031457317506	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
SMPD3	-0.96030843257904	0.336900007289144	0.824031457317506	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ARTN	-0.959937397070549	0.337086723226316	0.824031457317506	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
GALNT13	0.959828245954924	0.337141663927086	0.824031457317506	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
SLC4A9	-0.95951372385025	0.337300009340262	0.824031457317506	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
BAG4	0.959315180778503	0.337399989989964	0.824031457317506	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
BBX	-0.95891809463501	0.337600008423053	0.824031457317506	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MAP3K13	0.95891809463501	0.337600008423053	0.824031457317506	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PARP4	-0.958107029234763	0.33800879130814	0.824468549791235	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
CYP11B1	0.95772784948349	0.338200009684556	0.824468549791235	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
GSG2	-0.957529604434967	0.338300011280185	0.824468549791235	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
HOXC9	-0.956935107707977	0.338600009627292	0.824468549791235	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MALL	-0.956340968608856	0.338899998068208	0.824468549791235	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
KLF7	-0.956142961978912	0.339000012031966	0.824468549791235	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TMCO6	-0.956142961978912	0.339000012031966	0.824468549791235	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ATP6V1E2	0.955945014953613	0.339100014817324	0.824468549791235	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
OXNAD1	0.955786864181113	0.339179926146479	0.824468549791235	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
ZNF582-AS1	0.955760019133888	0.339193491765171	0.824468549791235	GTEx_v8_Kidney_Cortex	2	multi_snp_model	no	no	not_fdr_supported	proxy only
ZNF155	0.955549299716949	0.339299986783111	0.824468549791235	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
KANSL2	-0.95515364408493	0.339500004239795	0.824618543903013	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ARHGAP25	-0.954719398469662	0.339719617276738	0.824815992598204	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
CHST9	-0.954165279865265	0.339999986477289	0.825160732341912	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
COQ8B	0.952980399131775	0.340600001962517	0.825199939284712	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
JOSD1	-0.952585756778717	0.340799996643156	0.825199939284712	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PWWP2B	-0.95238846540451	0.340900007074271	0.825199939284712	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
BEGAIN	0.952191233634949	0.341000006075767	0.825199939284712	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
NDST1	0.952191233634949	0.341000006075767	0.825199939284712	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SUPT5H	0.952050267951485	0.341071488969051	0.825199939284712	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
MUS81	-0.951796889305115	0.34119999995484	0.825199939284712	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ATG16L2	0.951599776744842	0.34129999480899	0.825199939284712	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
THTPA	0.951599776744842	0.34129999480899	0.825199939284712	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CYB5B	-0.95140266418457	0.341400008421161	0.825199939284712	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TSEN15	0.950811624526977	0.341700010487859	0.825312018253053	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ZNF124	-0.95061469078064	0.341800008294514	0.825312018253053	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LINC00310	-0.950220942497254	0.34199999951422	0.825312018253053	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
ZDHHC13	0.950220942497254	0.34199999951422	0.825312018253053	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SP2	0.949040532112122	0.342599997809519	0.826201697967175	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
AZGP1	0.948450803756714	0.342900006514551	0.826201697967175	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RNASEH2A	0.94805783033371	0.343100014542493	0.826201697967175	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SCARA5	-0.94805783033371	0.343100014542493	0.826201697967175	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CALM2	0.947861433029175	0.343200000983514	0.826201697967175	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
DNAJB6	0.947861433029175	0.343200000983514	0.826201697967175	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TMEM45A	0.947076082229614	0.343600011411913	0.826710285422177	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
DCAF4	0.946683645248413	0.343800006713738	0.826710285422177	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
FCGRT	0.946487486362457	0.343900001845654	0.826710285422177	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SMG7	0.946095287799835	0.344099987013074	0.826710285422177	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
UNCX	-0.945899188518524	0.344200007429376	0.826710285422177	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TMEM86A	0.945703208446503	0.344299985580601	0.826710285422177	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PMF1	-0.944527804851532	0.344900000087709	0.826710285422177	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP11-121C2.2	-0.94433206319809	0.344999986109301	0.826710285422177	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
RPS5	0.943940579891205	0.345200013602979	0.826710285422177	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
D2HGDH	-0.943744957447052	0.345299994142012	0.826710285422177	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
GTPBP2	0.943549335002899	0.345399993140925	0.826710285422177	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MAD2L1BP	-0.943549335002899	0.345399993140925	0.826710285422177	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP11-963H4.3	-0.943353712558747	0.345500010599299	0.826710285422177	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
FXYD4	0.942962646484375	0.345700009426937	0.826710285422177	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP11-469J4.3	-0.942767202854156	0.345799990761627	0.826710285422177	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
TJP3	0.94237631559372	0.346000008702708	0.826710285422177	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LINC01976	0.942180931568146	0.346100014797173	0.826710285422177	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
SNX22	-0.942180931568146	0.346100014797173	0.826710285422177	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP11-60A24.3	0.942011438103052	0.34618678388338	0.826710285422177	GTEx_v8_Kidney_Cortex	2	multi_snp_model	no	no	not_fdr_supported	proxy only
USP2	0.941595077514648	0.346399990908412	0.826710285422177	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LINGO1	-0.941595077514648	0.346399990908413	0.826710285422177	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
NSUN4	0.941399812698364	0.346500009551262	0.826710285422177	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
NUCB2	0.94120466709137	0.346599985503177	0.826710285422177	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PTGES2-AS1	0.940424203872681	0.347000011827984	0.827241098224992	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
RSPH3	0.94022923707962	0.347099987885113	0.827241098224992	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TXN2	-0.939449489116669	0.347500014216429	0.827863597591916	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
NCBP1	-0.938865125179291	0.347799996791858	0.828247356577415	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
STAMBPL1	0.938475728034973	0.347999984783124	0.828392778148411	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CLIC4	0.937697291374206	0.348399996213179	0.829014037278207	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MVD	0.936530709266663	0.349000008895734	0.829799537377591	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
NAB2	-0.935753703117371	0.349400013394364	0.829799537377591	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP11-589P10.5	-0.935753703117371	0.349400013394364	0.829799537377591	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
KLHL7-AS1	0.934783279895782	0.349899998022437	0.829799537377591	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
PRKCB	-0.93439531326294	0.350100014431404	0.829799537377591	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ACOT1	0.93439531326294	0.350100014431404	0.829799537377591	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
LINC00667	0.934007525444031	0.350300011124553	0.829799537377591	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
PPIL2	0.933912529341488	0.350349015218562	0.829799537377591	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
CACNA1E	-0.933813691139221	0.350400005889112	0.829799537377591	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CENPS	-0.933813691139221	0.350400005889112	0.829799537377591	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
IL15RA	-0.933813691139221	0.350400005889112	0.829799537377591	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PPP6R3	-0.933813691139221	0.350400005889112	0.829799537377591	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
GNAQ	0.933038651943207	0.350800012085857	0.830231222351263	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TAF1C	0.932844996452332	0.350900004985879	0.830231222351263	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MED24	0.932651400566101	0.350999985166449	0.830231222351263	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LYRM4	0.932070672512055	0.351300003227468	0.83061138748826	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MMP7	-0.930967210226377	0.351870525905515	0.831420697855694	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
SLC7A4	0.930523693561554	0.352100002370439	0.831420697855694	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
C6orf106	0.930330455303192	0.352200013882858	0.831420697855694	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
CEP85L	-0.930330455303192	0.352200013882858	0.831420697855694	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ARHGAP32	0.929557979106903	0.352599992750521	0.831942289888338	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
C14orf166	-0.929364919662476	0.352700001482093	0.831942289888338	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
ADAMDEC1	0.928593099117279	0.353099999548296	0.832227390239719	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MZT1	-0.928593099117279	0.353099999548296	0.832227390239719	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PDE8A	-0.928014576435089	0.353400008523724	0.832330743012578	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
EXOSC9	0.927629113197326	0.353599990608139	0.832330743012578	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ZNF579	-0.927436411380768	0.353699993003252	0.832330743012578	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ATP6V0E2	-0.927432196368034	0.353702180579217	0.832330743012578	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
BTN3A3	0.92705112695694	0.353899989523469	0.832467707111813	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CEP70	-0.926665961742401	0.354099995577607	0.832516581281258	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CASP6	0.926473438739777	0.354199994417332	0.832516581281258	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CAPN7	-0.925896048545837	0.354500005027019	0.832662747766329	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP1-193H18.2	0.925703644752502	0.354600013231059	0.832662747766329	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
C1orf174	0.925319015979767	0.354799990094611	0.832662747766329	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CLEC4D	-0.925126731395722	0.354899989720747	0.832662747766329	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CDCA4	-0.924742221832275	0.355100011331507	0.832662747766329	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
DRAM1	0.924742221832275	0.355100011331507	0.832662747766329	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
AC009961.3	0.923801253520894	0.355589802436072	0.833483487392412	GTEx_v8_Kidney_Cortex	2	multi_snp_model	no	no	not_fdr_supported	proxy only
ZDHHC6	0.923013806343079	0.356000010376556	0.834117116650453	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
S100A6	-0.922246515750885	0.356400004971691	0.834539167090226	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
AP2A1	-0.922054767608643	0.356500009002765	0.834539167090226	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SFRP1	0.921863079071045	0.356599999621985	0.834539167090226	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MAD1L1	-0.920958087904982	0.35707230940626	0.8350538429471	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
PLEKHA2	-0.92090505361557	0.357099999918683	0.8350538429471	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SERPIND1	0.919947862625122	0.357600005445855	0.835895269491819	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CTC-360G5.9	0.91918271780014	0.358000009071715	0.836502372294136	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
