source_component	source_path	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	gene_set	topic_priority	display_priority	redundancy_reduced_keep	overlap	query_size	term_size	universe_size	p_value	overlap_genes	term	fdr	enrichment_ratio	interpretation
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0046834	lipid phosphorylation	1/20	10/15421	0.1	77.105	8.67522014379595	0.0128976393318978	0.152049913938961	0.114071983687166	DGKH	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0060537	muscle tissue development	3/20	396/15421	0.00757575757575758	5.84128787878788	3.51709407426066	0.0138484425507955	0.152049913938961	0.114071983687166	TFAP2B/PKD2/ZFPM1	3	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0007191	adenylate cyclase-activating dopamine receptor signaling pathway	1/20	11/15421	0.0909090909090909	70.0954545454546	8.26089735035896	0.0141786754238685	0.152049913938961	0.114071983687166	PTGER1	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0015747	urate transport	1/20	11/15421	0.0909090909090909	70.0954545454546	8.26089735035896	0.0141786754238685	0.152049913938961	0.114071983687166	UMOD	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:1903564	regulation of protein localization to cilium	1/20	11/15421	0.0909090909090909	70.0954545454546	8.26089735035896	0.0141786754238685	0.152049913938961	0.114071983687166	DZIP1	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0048754	branching morphogenesis of an epithelial tube	2/20	142/15421	0.0140845070422535	10.8598591549296	4.25353628790966	0.0143513221780156	0.152049913938961	0.114071983687166	CASR/PKD2	2	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0031023	microtubule organizing center organization	2/20	144/15421	0.0138888888888889	10.7090277777778	4.2181369380016	0.0147370849251077	0.152049913938961	0.114071983687166	PKD2/DZIP1	2	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0051223	regulation of protein transport	3/20	406/15421	0.00738916256157635	5.69741379310345	3.45654242301884	0.0148044498774384	0.152049913938961	0.114071983687166	CASR/TFAP2B/UMOD	3	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0070294	renal sodium ion absorption	1/20	12/15421	0.0833333333333333	64.2541666666667	7.89905719147844	0.0154581320423971	0.152049913938961	0.114071983687166	UMOD	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0072176	nephric duct development	1/20	12/15421	0.0833333333333333	64.2541666666667	7.89905719147844	0.0154581320423971	0.152049913938961	0.114071983687166	PKD2	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0097709	connective tissue replacement	1/20	12/15421	0.0833333333333333	64.2541666666667	7.89905719147844	0.0154581320423971	0.152049913938961	0.114071983687166	UMOD	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0007204	positive regulation of cytosolic calcium ion concentration	2/20	150/15421	0.0133333333333333	10.2806666666667	4.11598505917112	0.0159212373461527	0.152049913938961	0.114071983687166	PKD2/PTGER1	2	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0043269	regulation of monoatomic ion transport	3/20	419/15421	0.00715990453460621	5.52064439140812	3.38076902399012	0.0161027287592112	0.152049913938961	0.114071983687166	CASR/CLDN10/PKD2	3	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0003174	mitral valve development	1/20	13/15421	0.0769230769230769	59.3115384615385	7.57941636838237	0.0167360110325426	0.152049913938961	0.114071983687166	ZFPM1	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0003183	mitral valve morphogenesis	1/20	13/15421	0.0769230769230769	59.3115384615385	7.57941636838237	0.0167360110325426	0.152049913938961	0.114071983687166	ZFPM1	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0072075	metanephric mesenchyme development	1/20	13/15421	0.0769230769230769	59.3115384615385	7.57941636838237	0.0167360110325426	0.152049913938961	0.114071983687166	PKD2	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:1901653	cellular response to peptide	1/20	13/15421	0.0769230769230769	59.3115384615385	7.57941636838237	0.0167360110325426	0.152049913938961	0.114071983687166	CASR	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0003096	renal sodium ion transport	1/20	14/15421	0.0714285714285714	55.075	7.29431021039294	0.0180123142373293	0.152049913938961	0.114071983687166	UMOD	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0003188	heart valve formation	1/20	14/15421	0.0714285714285714	55.075	7.29431021039294	0.0180123142373293	0.152049913938961	0.114071983687166	ZFPM1	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0005513	detection of calcium ion	1/20	14/15421	0.0714285714285714	55.075	7.29431021039294	0.0180123142373293	0.152049913938961	0.114071983687166	CASR	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0045176	apical protein localization	1/20	14/15421	0.0714285714285714	55.075	7.29431021039294	0.0180123142373293	0.152049913938961	0.114071983687166	SHROOM3	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0051290	protein heterotetramerization	1/20	14/15421	0.0714285714285714	55.075	7.29431021039294	0.0180123142373293	0.152049913938961	0.114071983687166	PKD2	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0050796	regulation of insulin secretion	2/20	162/15421	0.0123456790123457	9.51913580246914	3.92801137116849	0.018408339093095	0.152049913938961	0.114071983687166	CASR/TFAP2B	2	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0035809	regulation of urine volume	1/20	15/15421	0.0666666666666667	51.4033333333333	7.03789309576066	0.0192870434977466	0.152049913938961	0.114071983687166	UMOD	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0060413	atrial septum morphogenesis	1/20	15/15421	0.0666666666666667	51.4033333333333	7.03789309576066	0.0192870434977466	0.152049913938961	0.114071983687166	ZFPM1	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0071871	response to epinephrine	1/20	15/15421	0.0666666666666667	51.4033333333333	7.03789309576066	0.0192870434977466	0.152049913938961	0.114071983687166	RNLS	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0072074	kidney mesenchyme development	1/20	15/15421	0.0666666666666667	51.4033333333333	7.03789309576066	0.0192870434977466	0.152049913938961	0.114071983687166	PKD2	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0034329	cell junction assembly	3/20	452/15421	0.00663716814159292	5.11758849557522	3.20183162062675	0.0196826202925683	0.152049913938961	0.114071983687166	UGT8/CLDN10/CLDN14	3	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0008217	regulation of blood pressure	2/20	168/15421	0.0119047619047619	9.17916666666667	3.84121651915789	0.0197100472929524	0.152049913938961	0.114071983687166	UMOD/RNLS	2	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0023061	signal release	3/20	458/15421	0.00655021834061135	5.05054585152838	3.17117112210646	0.0203776354947715	0.152049913938961	0.114071983687166	CASR/TFAP2B/FBXL20	3	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0006677	glycosylceramide metabolic process	1/20	16/15421	0.0625	48.190625	6.80561839259039	0.020560200652754	0.152049913938961	0.114071983687166	UGT8	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0035729	cellular response to hepatocyte growth factor stimulus	1/20	16/15421	0.0625	48.190625	6.80561839259039	0.020560200652754	0.152049913938961	0.114071983687166	CASR	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0061138	morphogenesis of a branching epithelium	2/20	172/15421	0.0116279069767442	8.9656976744186	3.78573390755533	0.0205989762212597	0.152049913938961	0.114071983687166	CASR/PKD2	2	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0051220	cytoplasmic sequestering of protein	1/20	17/15421	0.0588235294117647	45.3558823529412	6.59388931614231	0.0218317875392805	0.152049913938961	0.114071983687166	DZIP1	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0097254	renal tubular secretion	1/20	17/15421	0.0588235294117647	45.3558823529412	6.59388931614231	0.0218317875392805	0.152049913938961	0.114071983687166	UMOD	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0030003	intracellular monoatomic cation homeostasis	3/20	474/15421	0.00632911392405063	4.88006329113924	3.09195872373686	0.0222977549778937	0.152049913938961	0.114071983687166	CASR/UMOD/PKD2	3	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0007635	chemosensory behavior	1/20	18/15421	0.0555555555555556	42.8361111111111	6.39981804859188	0.023101805992229	0.152049913938961	0.114071983687166	CASR	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0035728	response to hepatocyte growth factor	1/20	18/15421	0.0555555555555556	42.8361111111111	6.39981804859188	0.023101805992229	0.152049913938961	0.114071983687166	CASR	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0055064	chloride ion homeostasis	1/20	18/15421	0.0555555555555556	42.8361111111111	6.39981804859188	0.023101805992229	0.152049913938961	0.114071983687166	UMOD	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0060216	definitive hemopoiesis	1/20	18/15421	0.0555555555555556	42.8361111111111	6.39981804859188	0.023101805992229	0.152049913938961	0.114071983687166	ZFPM1	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0008015	blood circulation	3/20	482/15421	0.00622406639004149	4.79906639004149	3.05367183045436	0.0232942992194016	0.152049913938961	0.114071983687166	CASR/UMOD/RNLS	3	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0006873	intracellular monoatomic ion homeostasis	3/20	483/15421	0.0062111801242236	4.78913043478261	3.04894519183621	0.0234205799105263	0.152049913938961	0.114071983687166	CASR/UMOD/PKD2	3	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0098771	inorganic ion homeostasis	3/20	485/15421	0.00618556701030928	4.76938144329897	3.03953066539862	0.0236742836376438	0.152049913938961	0.114071983687166	CASR/UMOD/PKD2	3	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0001763	morphogenesis of a branching structure	2/20	187/15421	0.0106951871657754	8.24652406417112	3.59274414784331	0.024079647549667	0.152049913938961	0.114071983687166	CASR/PKD2	2	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0043270	positive regulation of monoatomic ion transport	2/20	187/15421	0.0106951871657754	8.24652406417112	3.59274414784331	0.024079647549667	0.152049913938961	0.114071983687166	CASR/PKD2	2	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0055062	phosphate ion homeostasis	1/20	19/15421	0.0526315789473684	40.5815789473684	6.22105555746057	0.0243702578444759	0.152049913938961	0.114071983687166	UMOD	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0055081	monoatomic anion homeostasis	1/20	19/15421	0.0526315789473684	40.5815789473684	6.22105555746057	0.0243702578444759	0.152049913938961	0.114071983687166	UMOD	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0071305	cellular response to vitamin D	1/20	19/15421	0.0526315789473684	40.5815789473684	6.22105555746057	0.0243702578444759	0.152049913938961	0.114071983687166	CASR	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0071498	cellular response to fluid shear stress	1/20	19/15421	0.0526315789473684	40.5815789473684	6.22105555746057	0.0243702578444759	0.152049913938961	0.114071983687166	PKD2	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0090276	regulation of peptide hormone secretion	2/20	190/15421	0.0105263157894737	8.11631578947369	3.55672696508199	0.0248031237025548	0.152049913938961	0.114071983687166	CASR/TFAP2B	2	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0070201	regulation of establishment of protein localization	3/20	495/15421	0.00606060606060606	4.6730303030303	2.99321640244264	0.0249656600048786	0.152049913938961	0.114071983687166	CASR/TFAP2B/UMOD	3	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0030073	insulin secretion	2/20	192/15421	0.0104166666666667	8.03177083333333	3.53315226181239	0.0252904134328658	0.152049913938961	0.114071983687166	CASR/TFAP2B	2	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0002791	regulation of peptide secretion	2/20	193/15421	0.0103626943005181	7.99015544041451	3.52149258265204	0.0255355418699113	0.152049913938961	0.114071983687166	CASR/TFAP2B	2	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0090087	regulation of peptide transport	2/20	193/15421	0.0103626943005181	7.99015544041451	3.52149258265204	0.0255355418699113	0.152049913938961	0.114071983687166	CASR/TFAP2B	2	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0035855	megakaryocyte development	1/20	20/15421	0.05	38.5525	6.05566882766658	0.0256371449268749	0.152049913938961	0.114071983687166	ZFPM1	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0045822	negative regulation of heart contraction	1/20	20/15421	0.05	38.5525	6.05566882766658	0.0256371449268749	0.152049913938961	0.114071983687166	RNLS	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0006883	intracellular sodium ion homeostasis	1/20	21/15421	0.0476190476190476	36.7166666666667	5.90205064556261	0.0269024690682592	0.152049913938961	0.114071983687166	UMOD	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0009083	branched-chain amino acid catabolic process	1/20	21/15421	0.0476190476190476	36.7166666666667	5.90205064556261	0.0269024690682592	0.152049913938961	0.114071983687166	HIBADH	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0010842	retina layer formation	1/20	21/15421	0.0476190476190476	36.7166666666667	5.90205064556261	0.0269024690682592	0.152049913938961	0.114071983687166	TFAP2B	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0048485	sympathetic nervous system development	1/20	21/15421	0.0476190476190476	36.7166666666667	5.90205064556261	0.0269024690682592	0.152049913938961	0.114071983687166	TFAP2B	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0071108	protein K48-linked deubiquitination	1/20	21/15421	0.0476190476190476	36.7166666666667	5.90205064556261	0.0269024690682592	0.152049913938961	0.114071983687166	MINDY4	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0090280	positive regulation of calcium ion import	1/20	21/15421	0.0476190476190476	36.7166666666667	5.90205064556261	0.0269024690682592	0.152049913938961	0.114071983687166	CASR	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:1902074	response to salt	1/20	21/15421	0.0476190476190476	36.7166666666667	5.90205064556261	0.0269024690682592	0.152049913938961	0.114071983687166	RNLS	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0051651	maintenance of location in cell	2/20	202/15421	0.0099009900990099	7.63415841584158	3.42019752366592	0.0277857211466984	0.152049913938961	0.114071983687166	PKD2/DZIP1	2	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0003091	renal water homeostasis	1/20	22/15421	0.0454545454545455	35.0477272727273	5.75885220177979	0.0281662320954433	0.152049913938961	0.114071983687166	UMOD	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0003283	atrial septum development	1/20	22/15421	0.0454545454545455	35.0477272727273	5.75885220177979	0.0281662320954433	0.152049913938961	0.114071983687166	ZFPM1	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0019755	one-carbon compound transport	1/20	22/15421	0.0454545454545455	35.0477272727273	5.75885220177979	0.0281662320954433	0.152049913938961	0.114071983687166	UMOD	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0035162	embryonic hemopoiesis	1/20	22/15421	0.0454545454545455	35.0477272727273	5.75885220177979	0.0281662320954433	0.152049913938961	0.114071983687166	ZFPM1	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0072273	metanephric nephron morphogenesis	1/20	22/15421	0.0454545454545455	35.0477272727273	5.75885220177979	0.0281662320954433	0.152049913938961	0.114071983687166	PKD2	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:1903523	negative regulation of blood circulation	1/20	22/15421	0.0454545454545455	35.0477272727273	5.75885220177979	0.0281662320954433	0.152049913938961	0.114071983687166	RNLS	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0003094	glomerular filtration	1/20	23/15421	0.0434782608695652	33.5239130434783	5.62493199046331	0.0294284358332242	0.154924905998048	0.116228880976805	UMOD	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0030220	platelet formation	1/20	23/15421	0.0434782608695652	33.5239130434783	5.62493199046331	0.0294284358332242	0.154924905998048	0.116228880976805	ZFPM1	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0032288	myelin assembly	1/20	23/15421	0.0434782608695652	33.5239130434783	5.62493199046331	0.0294284358332242	0.154924905998048	0.116228880976805	UGT8	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0035902	response to immobilization stress	1/20	24/15421	0.0416666666666667	32.1270833333333	5.49931654331222	0.0306890821043854	0.156391562403948	0.117329206529608	UGT8	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0036344	platelet morphogenesis	1/20	24/15421	0.0416666666666667	32.1270833333333	5.49931654331222	0.0306890821043854	0.156391562403948	0.117329206529608	ZFPM1	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0046339	diacylglycerol metabolic process	1/20	24/15421	0.0416666666666667	32.1270833333333	5.49931654331222	0.0306890821043854	0.156391562403948	0.117329206529608	DGKH	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:2000737	negative regulation of stem cell differentiation	1/20	24/15421	0.0416666666666667	32.1270833333333	5.49931654331222	0.0306890821043854	0.156391562403948	0.117329206529608	CDK12	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0050927	positive regulation of positive chemotaxis	1/20	25/15421	0.04	30.842	5.38116988945956	0.0319481727296962	0.158093285576854	0.118605885568688	CASR	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0034695	response to prostaglandin E	1/20	26/15421	0.0384615384615385	29.6557692307692	5.26976953810854	0.0332057095279171	0.158093285576854	0.118605885568688	PTGER1	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0050926	regulation of positive chemotaxis	1/20	26/15421	0.0384615384615385	29.6557692307692	5.26976953810854	0.0332057095279171	0.158093285576854	0.118605885568688	CASR	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0097205	renal filtration	1/20	26/15421	0.0384615384615385	29.6557692307692	5.26976953810854	0.0332057095279171	0.158093285576854	0.118605885568688	UMOD	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0006814	sodium ion transport	2/20	227/15421	0.00881057268722467	6.79339207048458	3.16878309420078	0.034438881792853	0.158093285576854	0.118605885568688	UMOD/PKD2	2	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0051924	regulation of calcium ion transport	2/20	227/15421	0.00881057268722467	6.79339207048458	3.16878309420078	0.034438881792853	0.158093285576854	0.118605885568688	CASR/PKD2	2	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0003181	atrioventricular valve morphogenesis	1/20	27/15421	0.037037037037037	28.5574074074074	5.16448739873161	0.0344616943157985	0.158093285576854	0.118605885568688	ZFPM1	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0003209	cardiac atrium morphogenesis	1/20	27/15421	0.037037037037037	28.5574074074074	5.16448739873161	0.0344616943157985	0.158093285576854	0.118605885568688	ZFPM1	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0007588	excretion	1/20	27/15421	0.037037037037037	28.5574074074074	5.16448739873161	0.0344616943157985	0.158093285576854	0.118605885568688	UMOD	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0009081	branched-chain amino acid metabolic process	1/20	27/15421	0.037037037037037	28.5574074074074	5.16448739873161	0.0344616943157985	0.158093285576854	0.118605885568688	HIBADH	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0071295	cellular response to vitamin	1/20	27/15421	0.037037037037037	28.5574074074074	5.16448739873161	0.0344616943157985	0.158093285576854	0.118605885568688	CASR	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0002295	T-helper cell lineage commitment	1/20	28/15421	0.0357142857142857	27.5375	5.06477448218669	0.0357161289080872	0.158093285576854	0.118605885568688	ZFPM1	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0003338	metanephros morphogenesis	1/20	28/15421	0.0357142857142857	27.5375	5.06477448218669	0.0357161289080872	0.158093285576854	0.118605885568688	PKD2	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0045724	positive regulation of cilium assembly	1/20	28/15421	0.0357142857142857	27.5375	5.06477448218669	0.0357161289080872	0.158093285576854	0.118605885568688	DZIP1	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0045907	positive regulation of vasoconstriction	1/20	28/15421	0.0357142857142857	27.5375	5.06477448218669	0.0357161289080872	0.158093285576854	0.118605885568688	CASR	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0051291	protein heterooligomerization	1/20	28/15421	0.0357142857142857	27.5375	5.06477448218669	0.0357161289080872	0.158093285576854	0.118605885568688	PKD2	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0030072	peptide hormone secretion	2/20	232/15421	0.00862068965517241	6.64698275862069	3.12304748358645	0.0358380383701647	0.158093285576854	0.118605885568688	CASR/TFAP2B	2	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0003171	atrioventricular valve development	1/20	29/15421	0.0344827586206897	26.5879310344828	4.97014852790467	0.0369690151175226	0.158093285576854	0.118605885568688	ZFPM1	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0061437	renal system vasculature development	1/20	29/15421	0.0344827586206897	26.5879310344828	4.97014852790467	0.0369690151175226	0.158093285576854	0.118605885568688	PKD2	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0061440	kidney vasculature development	1/20	29/15421	0.0344827586206897	26.5879310344828	4.97014852790467	0.0369690151175226	0.158093285576854	0.118605885568688	PKD2	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:1901021	positive regulation of calcium ion transmembrane transporter activity	1/20	29/15421	0.0344827586206897	26.5879310344828	4.97014852790467	0.0369690151175226	0.158093285576854	0.118605885568688	PKD2	1	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:1903522	regulation of blood circulation	2/20	236/15421	0.00847457627118644	6.5343220338983	3.08742029114354	0.0369732893564878	0.158093285576854	0.118605885568688	CASR/RNLS	2	Loop_TAL_influential													
influential_gene_enrichment	results/tables/loop_tal_influential_gene_pathway_enrichment.tsv	GO:0002790	peptide secretion	2/20	239/15421	0.00836820083682008	6.45230125523013	3.06123750176503	0.0378339122582765	0.158093285576854	0.118605885568688	CASR/TFAP2B	2	Loop_TAL_influential													
