record_type	packaging_source_file	donor_id	sample_id	compartment	n_nuclei	percent_within_donor	notes	module_name	loop_tal_mean_score	other_compartments_mean_score	loop_tal_minus_other	loop_tal_rank_within_donor	n_loop_tal_nuclei	n_other_nuclei	donor_subset	statistic_name	n_observed_genes_used	n_random_sets_successful	observed_value	random_median	random_p025	random_p975	observed_minus_random_median	observed_percentile	empirical_p_one_sided	benchmark_support_class	full_4_donor_value	exclude_GSM7290914_value	donors_loop_tal_ge20_value	donors_loop_tal_ge50_value	interpretation	original_value	driver_removed_value	absolute_change	percent_change	n_driver_removed_genes_used
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_suggestive_p1e4							full_4_donors	median_loop_tal_minus_other	172	1000	0.127600919077045	0.0596370295695891	0.0313263559365288	0.0899344627021701	0.0679638895074564	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_suggestive_p1e4							full_4_donors	n_donors_loop_tal_top_rank	172	1000	4	4	0	4	0	100	0.540459540459541	not_supported										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_suggestive_p1e4							leave_one_out_exclude_GSM7290910	mean_loop_tal_minus_other	172	1000	0.108124740038633	0.0500743095500418	0.0205032125725044	0.0788076220401716	0.0580504304885915	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_suggestive_p1e4							leave_one_out_exclude_GSM7290910	median_loop_tal_minus_other	172	1000	0.112252237907214	0.0540900308840726	0.0270923397731421	0.0818129092794235	0.0581622070231412	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_suggestive_p1e4							leave_one_out_exclude_GSM7290910	n_donors_loop_tal_top_rank	172	1000	3	3	0	3	0	100	0.545454545454545	not_supported										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_suggestive_p1e4							leave_one_out_exclude_GSM7290912	mean_loop_tal_minus_other	172	1000	0.127651904551592	0.0670536155882844	0.0332116035766259	0.100027085317088	0.0605982889633076	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_suggestive_p1e4							leave_one_out_exclude_GSM7290912	median_loop_tal_minus_other	172	1000	0.142949600246877	0.065483724641657	0.0323345687438838	0.100717441989054	0.0774658756052202	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_suggestive_p1e4							leave_one_out_exclude_GSM7290912	n_donors_loop_tal_top_rank	172	1000	3	3	0	3	0	100	0.566433566433567	not_supported										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_suggestive_p1e4							leave_one_out_exclude_GSM7290913	mean_loop_tal_minus_other	172	1000	0.117419450438371	0.0626940936937049	0.0319428383307336	0.0934513920144299	0.0547253567446659	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_suggestive_p1e4							leave_one_out_exclude_GSM7290913	median_loop_tal_minus_other	172	1000	0.112252237907214	0.0545264779447519	0.0272113749593366	0.0836076741624761	0.0577257599624618	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_suggestive_p1e4							leave_one_out_exclude_GSM7290913	n_donors_loop_tal_top_rank	172	1000	3	3	0	3	0	100	0.663336663336663	not_supported										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_suggestive_p1e4							leave_one_out_exclude_GSM7290914	mean_loop_tal_minus_other	172	1000	0.142011856533394	0.0738620056273884	0.0427619519754755	0.106340145718288	0.0681498509060052	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_suggestive_p1e4							leave_one_out_exclude_GSM7290914	median_loop_tal_minus_other	172	1000	0.142949600246877	0.0654011359069591	0.0343798898074494	0.100634476162437	0.0775484643399181	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_suggestive_p1e4							leave_one_out_exclude_GSM7290914	n_donors_loop_tal_top_rank	172	1000	3	3	0	3	0	100	0.562437562437563	not_supported										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_suggestive_p1e4							min_loop_tal_ge20	mean_loop_tal_minus_other	172	1000	0.142011856533394	0.0738620056273884	0.0427619519754755	0.106340145718288	0.0681498509060052	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_suggestive_p1e4							min_loop_tal_ge20	median_loop_tal_minus_other	172	1000	0.142949600246877	0.0654011359069591	0.0343798898074494	0.100634476162437	0.0775484643399181	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_suggestive_p1e4							min_loop_tal_ge20	n_donors_loop_tal_top_rank	172	1000	3	3	0	3	0	100	0.562437562437563	not_supported										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_suggestive_p1e4							min_loop_tal_ge50	mean_loop_tal_minus_other	172	1000	0.127600919077045	0.0592642670739674	0.0310952318770623	0.0896528174076954	0.0683366520030781	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_suggestive_p1e4							min_loop_tal_ge50	median_loop_tal_minus_other	172	1000	0.127600919077045	0.0592642670739674	0.0310952318770623	0.0896528174076954	0.0683366520030781	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_suggestive_p1e4							min_loop_tal_ge50	n_donors_loop_tal_top_rank	172	1000	2	2	0	2	0	100	0.567432567432567	not_supported										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top100							exclude_GSM7290914	mean_loop_tal_minus_other	90	1000	0.178359944021134	0.0682865443614073	0.0288932842339995	0.116356545270728	0.110073399659727	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top100							exclude_GSM7290914	median_loop_tal_minus_other	90	1000	0.189325388192375	0.0620144306347045	0.0210855789459147	0.113351206658948	0.127310957557671	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top100							exclude_GSM7290914	n_donors_loop_tal_top_rank	90	1000	3	2	0	3	1	100	0.442557442557443	partial_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top100							full_4_donors	mean_loop_tal_minus_other	90	1000	0.156068669526291	0.0591160548275206	0.0215121929162436	0.106556169985256	0.0969526146987704	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top100							full_4_donors	median_loop_tal_minus_other	90	1000	0.165912932336884	0.0567112569630653	0.0199087567833229	0.105404835846759	0.109201675373818	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top100							full_4_donors	n_donors_loop_tal_top_rank	90	1000	4	3	0	4	1	100	0.412587412587413	partial_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top100							leave_one_out_exclude_GSM7290910	mean_loop_tal_minus_other	90	1000	0.140340236905176	0.046871576491289	0.0105997772579341	0.0948675520498315	0.0934686604138869	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top100							leave_one_out_exclude_GSM7290910	median_loop_tal_minus_other	90	1000	0.142500476481392	0.0504273003190278	0.0181240134126494	0.0982060880757744	0.092073176162364	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top100							leave_one_out_exclude_GSM7290910	n_donors_loop_tal_top_rank	90	1000	3	2	0	3	1	100	0.424575424575425	partial_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top100							leave_one_out_exclude_GSM7290912	mean_loop_tal_minus_other	90	1000	0.160591400541257	0.0623976892664813	0.0199966434113583	0.111509418836005	0.098193711274776	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top100							leave_one_out_exclude_GSM7290912	median_loop_tal_minus_other	90	1000	0.189325388192375	0.0622803463888596	0.0222494136521789	0.114933598703634	0.127045041803516	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top100							leave_one_out_exclude_GSM7290912	n_donors_loop_tal_top_rank	90	1000	3	2	0	3	1	100	0.442557442557443	partial_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top100							leave_one_out_exclude_GSM7290913	mean_loop_tal_minus_other	90	1000	0.144983096637596	0.0584080264221631	0.019681448863946	0.107452859884969	0.086575070215433	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top100							leave_one_out_exclude_GSM7290913	median_loop_tal_minus_other	90	1000	0.142500476481392	0.0520901060949486	0.019848485866661	0.101867858958468	0.0904103703864432	99.9	0.001998001998002	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top100							leave_one_out_exclude_GSM7290913	n_donors_loop_tal_top_rank	90	1000	3	3	0	3	0	100	0.503496503496504	not_supported										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top100							leave_one_out_exclude_GSM7290914	mean_loop_tal_minus_other	90	1000	0.178359944021134	0.0682865443614073	0.0288932842339995	0.116356545270728	0.110073399659727	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top100							leave_one_out_exclude_GSM7290914	median_loop_tal_minus_other	90	1000	0.189325388192375	0.0620144306347045	0.0210855789459147	0.113351206658948	0.127310957557671	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top100							leave_one_out_exclude_GSM7290914	n_donors_loop_tal_top_rank	90	1000	3	2	0	3	1	100	0.442557442557443	partial_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top100							min_loop_tal_ge20	mean_loop_tal_minus_other	90	1000	0.178359944021134	0.0682865443614073	0.0288932842339995	0.116356545270728	0.110073399659727	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top100							min_loop_tal_ge20	median_loop_tal_minus_other	90	1000	0.189325388192375	0.0620144306347045	0.0210855789459147	0.113351206658948	0.127310957557671	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top100							min_loop_tal_ge20	n_donors_loop_tal_top_rank	90	1000	3	2	0	3	1	100	0.442557442557443	partial_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top100							min_loop_tal_ge50	mean_loop_tal_minus_other	90	1000	0.165912932336884	0.0557198807440624	0.0193585004183824	0.101986616947526	0.110193051592821	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top100							min_loop_tal_ge50	median_loop_tal_minus_other	90	1000	0.165912932336884	0.0557198807440624	0.0193585004183824	0.101986616947526	0.110193051592821	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top100							min_loop_tal_ge50	n_donors_loop_tal_top_rank	90	1000	2	1	0	2	1	100	0.456543456543457	partial_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top50							exclude_GSM7290914	mean_loop_tal_minus_other	46	1000	0.213431862793812	0.0725244042831259	0.0182217803216676	0.144473071707153	0.140907458510686	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top50							exclude_GSM7290914	median_loop_tal_minus_other	46	1000	0.222798377083918	0.0654404709586363	0.0110226705005752	0.13613828069703	0.157357906125282	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top50							exclude_GSM7290914	n_donors_loop_tal_top_rank	46	1000	3	2	0	3	1	100	0.35964035964036	partial_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top50							full_4_donors	mean_loop_tal_minus_other	46	1000	0.185386357776332	0.0633875640346496	0.00800552417173185	0.13381685825149	0.121998793741682	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top50							full_4_donors	median_loop_tal_minus_other	46	1000	0.195245093705619	0.0620439275636652	0.00802261878539385	0.12910366837247	0.133201166141953	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top50							full_4_donors	n_donors_loop_tal_top_rank	46	1000	4	2	0	4	2	100	0.327672327672328	partial_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top50							leave_one_out_exclude_GSM7290910	mean_loop_tal_minus_other	46	1000	0.163913343378376	0.0506161195538746	-0.00316631392949608	0.121023051169642	0.113297223824502	99.8	0.002997002997003	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top50							leave_one_out_exclude_GSM7290910	median_loop_tal_minus_other	46	1000	0.167691810327319	0.054147302416665	0.00293536929210101	0.119595659762585	0.113544507910654	99.8	0.002997002997003	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top50							leave_one_out_exclude_GSM7290910	n_donors_loop_tal_top_rank	46	1000	3	2	0	3	1	100	0.342657342657343	partial_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top50							leave_one_out_exclude_GSM7290912	mean_loop_tal_minus_other	46	1000	0.191284540259336	0.0666075126789073	0.00608333394070334	0.141840894374349	0.124677027580429	99.8	0.002997002997003	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top50							leave_one_out_exclude_GSM7290912	median_loop_tal_minus_other	46	1000	0.222798377083918	0.0675033608387885	0.00654600227200976	0.136249123476857	0.15529501624513	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top50							leave_one_out_exclude_GSM7290912	n_donors_loop_tal_top_rank	46	1000	3	2	0	3	1	100	0.362637362637363	partial_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top50							leave_one_out_exclude_GSM7290913	mean_loop_tal_minus_other	46	1000	0.172915684673803	0.0628517315008854	0.00591234596599546	0.134977555584413	0.110063953172918	99.8	0.002997002997003	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top50							leave_one_out_exclude_GSM7290913	median_loop_tal_minus_other	46	1000	0.167691810327319	0.0589659141190708	0.00695517501471809	0.125634084245182	0.108725896208248	99.6	0.004995004995005	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top50							leave_one_out_exclude_GSM7290913	n_donors_loop_tal_top_rank	46	1000	3	2	0	3	1	100	0.390609390609391	partial_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top50							leave_one_out_exclude_GSM7290914	mean_loop_tal_minus_other	46	1000	0.213431862793812	0.0725244042831259	0.0182217803216676	0.144473071707153	0.140907458510686	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top50							leave_one_out_exclude_GSM7290914	median_loop_tal_minus_other	46	1000	0.222798377083918	0.0654404709586363	0.0110226705005752	0.13613828069703	0.157357906125282	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top50							leave_one_out_exclude_GSM7290914	n_donors_loop_tal_top_rank	46	1000	3	2	0	3	1	100	0.35964035964036	partial_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top50							min_loop_tal_ge20	mean_loop_tal_minus_other	46	1000	0.213431862793812	0.0725244042831259	0.0182217803216676	0.144473071707153	0.140907458510686	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top50							min_loop_tal_ge20	median_loop_tal_minus_other	46	1000	0.222798377083918	0.0654404709586363	0.0110226705005752	0.13613828069703	0.157357906125282	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top50							min_loop_tal_ge20	n_donors_loop_tal_top_rank	46	1000	3	2	0	3	1	100	0.35964035964036	partial_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top50							min_loop_tal_ge50	mean_loop_tal_minus_other	46	1000	0.195245093705619	0.05840868898063	0.00598989451082624	0.125317988148401	0.136836404724989	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top50							min_loop_tal_ge50	median_loop_tal_minus_other	46	1000	0.195245093705619	0.05840868898063	0.00598989451082624	0.125317988148401	0.136836404724989	100	0.000999000999000999	strong_matched_random_support										
matched_random_benchmark	results/tables/phase2_step3_matched_random_benchmark_summary.tsv						Matched random benchmark; interpret donor-level statistics conservatively.	MAGMA_top50							min_loop_tal_ge50	n_donors_loop_tal_top_rank	46	1000	2	1	0	2	1	100	0.37962037962038	partial_support										
low_cell_count_sensitivity	results/tables/phase2_step3_low_cell_count_sensitivity.tsv						GSM7290914 has 4 Loop/TAL nuclei; sensitivity uses median Loop/TAL-minus-other.	MAGMA_Bonferroni								median_loop_tal_minus_other											0.171158004600998	0.195369917230528	0.195369917230528	0.171158004600998	robust_to_low_cell_count_donor					
low_cell_count_sensitivity	results/tables/phase2_step3_low_cell_count_sensitivity.tsv						GSM7290914 has 4 Loop/TAL nuclei; sensitivity uses median Loop/TAL-minus-other.	MAGMA_FDR05								median_loop_tal_minus_other											0.0849013643741453	0.0959727495597771	0.0959727495597771	0.0849013643741453	robust_to_low_cell_count_donor					
low_cell_count_sensitivity	results/tables/phase2_step3_low_cell_count_sensitivity.tsv						GSM7290914 has 4 Loop/TAL nuclei; sensitivity uses median Loop/TAL-minus-other.	MAGMA_suggestive_p1e4								median_loop_tal_minus_other											0.127600919077045	0.142949600246877	0.142949600246877	0.127600919077045	robust_to_low_cell_count_donor					
low_cell_count_sensitivity	results/tables/phase2_step3_low_cell_count_sensitivity.tsv						GSM7290914 has 4 Loop/TAL nuclei; sensitivity uses median Loop/TAL-minus-other.	MAGMA_top100								median_loop_tal_minus_other											0.165912932336884	0.189325388192375	0.189325388192375	0.165912932336884	robust_to_low_cell_count_donor					
low_cell_count_sensitivity	results/tables/phase2_step3_low_cell_count_sensitivity.tsv						GSM7290914 has 4 Loop/TAL nuclei; sensitivity uses median Loop/TAL-minus-other.	MAGMA_top50								median_loop_tal_minus_other											0.195245093705619	0.222798377083918	0.222798377083918	0.195245093705619	robust_to_low_cell_count_donor					
original_vs_driver_removed	results/tables/phase2_step4_original_vs_driver_removed_summary.tsv						Original canonical module remains primary; this is sensitivity analysis only.	MAGMA_Bonferroni								median LoopTAL-minus-other excluding GSM7290914															attenuated_but_retained	0.195369917230528	0.129068068170231	-0.0663018490602975	-33.9365701742424	
original_vs_driver_removed	results/tables/phase2_step4_original_vs_driver_removed_summary.tsv						Original canonical module remains primary; this is sensitivity analysis only.	MAGMA_Bonferroni								mean LoopTAL-minus-other across all 4 donors															attenuated_but_retained	0.163545561814093	0.113235908419531	-0.0503096533945623	-30.7618579413061	
original_vs_driver_removed	results/tables/phase2_step4_original_vs_driver_removed_summary.tsv						Original canonical module remains primary; this is sensitivity analysis only.	MAGMA_Bonferroni								median LoopTAL-minus-other across all 4 donors															attenuated_but_retained	0.171158004600998	0.111954020042679	-0.0592039845583186	-34.5902516778777	
original_vs_driver_removed	results/tables/phase2_step4_original_vs_driver_removed_summary.tsv						Original canonical module remains primary; this is sensitivity analysis only.	MAGMA_Bonferroni								number of donors where Loop/TAL is top-ranked															retained_after_driver_removal	4	4	0	0	
original_vs_driver_removed	results/tables/phase2_step4_original_vs_driver_removed_summary.tsv						Original canonical module remains primary; this is sensitivity analysis only.	MAGMA_Bonferroni								median LoopTAL-minus-other among donors with Loop/TAL nuclei >=20															attenuated_but_retained	0.195369917230528	0.129068068170231	-0.0663018490602975	-33.9365701742424	
original_vs_driver_removed	results/tables/phase2_step4_original_vs_driver_removed_summary.tsv						Original canonical module remains primary; this is sensitivity analysis only.	MAGMA_Bonferroni								median LoopTAL-minus-other among donors with Loop/TAL nuclei >=50															attenuated_but_retained	0.171158004600998	0.111954020042679	-0.0592039845583186	-34.5902516778777	
original_vs_driver_removed	results/tables/phase2_step4_original_vs_driver_removed_summary.tsv						Original canonical module remains primary; this is sensitivity analysis only.	MAGMA_FDR05								median LoopTAL-minus-other excluding GSM7290914															retained_after_driver_removal	0.0959727495597771	0.078755056327754	-0.0172176932320231	-17.940189596526	
original_vs_driver_removed	results/tables/phase2_step4_original_vs_driver_removed_summary.tsv						Original canonical module remains primary; this is sensitivity analysis only.	MAGMA_FDR05								mean LoopTAL-minus-other across all 4 donors															retained_after_driver_removal	0.0866872553115455	0.0735967991808257	-0.0130904561307198	-15.1007850965796	
original_vs_driver_removed	results/tables/phase2_step4_original_vs_driver_removed_summary.tsv						Original canonical module remains primary; this is sensitivity analysis only.	MAGMA_FDR05								median LoopTAL-minus-other across all 4 donors															retained_after_driver_removal	0.0849013643741452	0.0695716609803841	-0.0153297033937611	-18.0558975780481	
original_vs_driver_removed	results/tables/phase2_step4_original_vs_driver_removed_summary.tsv						Original canonical module remains primary; this is sensitivity analysis only.	MAGMA_FDR05								number of donors where Loop/TAL is top-ranked															retained_after_driver_removal	4	4	0	0	
original_vs_driver_removed	results/tables/phase2_step4_original_vs_driver_removed_summary.tsv						Original canonical module remains primary; this is sensitivity analysis only.	MAGMA_FDR05								median LoopTAL-minus-other among donors with Loop/TAL nuclei >=20															retained_after_driver_removal	0.0959727495597771	0.078755056327754	-0.0172176932320231	-17.940189596526	
original_vs_driver_removed	results/tables/phase2_step4_original_vs_driver_removed_summary.tsv						Original canonical module remains primary; this is sensitivity analysis only.	MAGMA_FDR05								median LoopTAL-minus-other among donors with Loop/TAL nuclei >=50															retained_after_driver_removal	0.0849013643741452	0.0695716609803841	-0.0153297033937611	-18.0558975780481	
original_vs_driver_removed	results/tables/phase2_step4_original_vs_driver_removed_summary.tsv						Original canonical module remains primary; this is sensitivity analysis only.	MAGMA_suggestive_p1e4								median LoopTAL-minus-other excluding GSM7290914															retained_after_driver_removal	0.142949600246877	0.109901009110702	-0.0330485911361752	-23.1190511054942	
