source_component	source_path	cluster	current_phase1_cell_type	grouping	candidate_cell_type	marker_genes_requested	marker_genes_present	n_markers_present	mean_marker_expression	pct_cells_with_any_marker	n_cells	top_immune_marker_set	top_immune_mean_marker_expression	top_immune_pct_cells_with_any_marker	audit_flag	immune_review_flag	confidence	group
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Collecting_duct_principal	AQP2,AQP3,SCNN1G	AQP2,AQP3,SCNN1G	3	0.424697309611852	0.5810546875	1024							12
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Collecting_duct_principal	AQP2,AQP3,SCNN1G	AQP2,AQP3,SCNN1G	3	1.26188317453102	0.994944388270981	989							13
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Collecting_duct_principal	AQP2,AQP3,SCNN1G	AQP2,AQP3,SCNN1G	3	0.960631264483043	0.887530562347188	818							14
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Collecting_duct_principal	AQP2,AQP3,SCNN1G	AQP2,AQP3,SCNN1G	3	1.33761521319313	0.973846153846154	650							15
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Collecting_duct_principal	AQP2,AQP3,SCNN1G	AQP2,AQP3,SCNN1G	3	1.5212504683087	0.993453355155483	611							16
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Collecting_duct_principal	AQP2,AQP3,SCNN1G	AQP2,AQP3,SCNN1G	3	0.345828832962762	0.569747899159664	595							17
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Collecting_duct_principal	AQP2,AQP3,SCNN1G	AQP2,AQP3,SCNN1G	3	0.503276552305035	0.694444444444445	540							18
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Collecting_duct_principal	AQP2,AQP3,SCNN1G	AQP2,AQP3,SCNN1G	3	1.46999330201381	0.994444444444444	540							19
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Collecting_duct_principal	AQP2,AQP3,SCNN1G	AQP2,AQP3,SCNN1G	3	1.19595258689235	0.988680099615123	4417							2
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Collecting_duct_principal	AQP2,AQP3,SCNN1G	AQP2,AQP3,SCNN1G	3	1.0024931248283	0.983208955223881	536							20
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Collecting_duct_principal	AQP2,AQP3,SCNN1G	AQP2,AQP3,SCNN1G	3	0.236717951528954	0.532359081419624	479							21
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Collecting_duct_principal	AQP2,AQP3,SCNN1G	AQP2,AQP3,SCNN1G	3	1.03786451217632	0.893424036281179	441							22
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Collecting_duct_principal	AQP2,AQP3,SCNN1G	AQP2,AQP3,SCNN1G	3	0.900766319300168	0.831884057971015	345							23
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Collecting_duct_principal	AQP2,AQP3,SCNN1G	AQP2,AQP3,SCNN1G	3	1.05930269369943	0.995833333333333	240							24
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Collecting_duct_principal	AQP2,AQP3,SCNN1G	AQP2,AQP3,SCNN1G	3	0.448368161265018	0.878787878787879	165							25
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Collecting_duct_principal	AQP2,AQP3,SCNN1G	AQP2,AQP3,SCNN1G	3	1.13221482736427	0.993589743589744	156							26
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Collecting_duct_principal	AQP2,AQP3,SCNN1G	AQP2,AQP3,SCNN1G	3	0.406361336698656	0.689189189189189	148							27
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Collecting_duct_principal	AQP2,AQP3,SCNN1G	AQP2,AQP3,SCNN1G	3	1.37001710620427	0.983364839319471	2645							3
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Collecting_duct_principal	AQP2,AQP3,SCNN1G	AQP2,AQP3,SCNN1G	3	0.671144225658992	0.828064097011693	2309							4
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Collecting_duct_principal	AQP2,AQP3,SCNN1G	AQP2,AQP3,SCNN1G	3	1.65822561050811	1	2097							5
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Collecting_duct_principal	AQP2,AQP3,SCNN1G	AQP2,AQP3,SCNN1G	3	0.918353603221913	0.894736842105263	1919							6
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Collecting_duct_principal	AQP2,AQP3,SCNN1G	AQP2,AQP3,SCNN1G	3	0.951033903097892	0.885057471264368	1740							7
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Collecting_duct_principal	AQP2,AQP3,SCNN1G	AQP2,AQP3,SCNN1G	3	1.00126082883329	0.860259433962264	1696							8
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Collecting_duct_principal	AQP2,AQP3,SCNN1G	AQP2,AQP3,SCNN1G	3	0.72642590591315	0.580886945658963	1601							9
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Intercalated	ATP6V1B1,SLC4A1,FOXI1	ATP6V1B1,SLC4A1,FOXI1	3	0.00938387745562057	0.0108754758020663	9195							0
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Intercalated	ATP6V1B1,SLC4A1,FOXI1	ATP6V1B1,SLC4A1,FOXI1	3	0.00417378043996009	0.00604457876841708	5294							1
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Intercalated	ATP6V1B1,SLC4A1,FOXI1	ATP6V1B1,SLC4A1,FOXI1	3	0.0053620736329112	0.0137704918032787	1525							10
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Intercalated	ATP6V1B1,SLC4A1,FOXI1	ATP6V1B1,SLC4A1,FOXI1	3	0.00530794672052767	0.0120378331900258	1163							11
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Intercalated	ATP6V1B1,SLC4A1,FOXI1	ATP6V1B1,SLC4A1,FOXI1	3	0.00178584984124859	0.0078125	1024							12
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Intercalated	ATP6V1B1,SLC4A1,FOXI1	ATP6V1B1,SLC4A1,FOXI1	3	0.00791473571324259	0.0262891809908999	989							13
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Intercalated	ATP6V1B1,SLC4A1,FOXI1	ATP6V1B1,SLC4A1,FOXI1	3	0.00755088304687995	0.0171149144254279	818							14
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Intercalated	ATP6V1B1,SLC4A1,FOXI1	ATP6V1B1,SLC4A1,FOXI1	3	0.234507983664217	0.336923076923077	650							15
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Intercalated	ATP6V1B1,SLC4A1,FOXI1	ATP6V1B1,SLC4A1,FOXI1	3	0.00568831932921095	0.016366612111293	611							16
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Intercalated	ATP6V1B1,SLC4A1,FOXI1	ATP6V1B1,SLC4A1,FOXI1	3	0.00765925698180731	0.0201680672268908	595							17
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Intercalated	ATP6V1B1,SLC4A1,FOXI1	ATP6V1B1,SLC4A1,FOXI1	3	0.00705761892814564	0.0222222222222222	540							18
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Intercalated	ATP6V1B1,SLC4A1,FOXI1	ATP6V1B1,SLC4A1,FOXI1	3	0.0097558874056187	0.0203703703703704	540							19
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Intercalated	ATP6V1B1,SLC4A1,FOXI1	ATP6V1B1,SLC4A1,FOXI1	3	0.00431804818825811	0.0119990944079692	4417							2
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Intercalated	ATP6V1B1,SLC4A1,FOXI1	ATP6V1B1,SLC4A1,FOXI1	3	0.0133826502857066	0.041044776119403	536							20
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Intercalated	ATP6V1B1,SLC4A1,FOXI1	ATP6V1B1,SLC4A1,FOXI1	3	0.00259683037034923	0.0125260960334029	479							21
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Intercalated	ATP6V1B1,SLC4A1,FOXI1	ATP6V1B1,SLC4A1,FOXI1	3	0.00445228195704311	0.0113378684807256	441							22
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Intercalated	ATP6V1B1,SLC4A1,FOXI1	ATP6V1B1,SLC4A1,FOXI1	3	0.00711741534770434	0.0173913043478261	345							23
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Intercalated	ATP6V1B1,SLC4A1,FOXI1	ATP6V1B1,SLC4A1,FOXI1	3	0.00289380784504613	0.0125	240							24
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Intercalated	ATP6V1B1,SLC4A1,FOXI1	ATP6V1B1,SLC4A1,FOXI1	3	0.00309860968445083	0.0121212121212121	165							25
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Intercalated	ATP6V1B1,SLC4A1,FOXI1	ATP6V1B1,SLC4A1,FOXI1	3	0.0072316689058084	0.0256410256410256	156							26
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Intercalated	ATP6V1B1,SLC4A1,FOXI1	ATP6V1B1,SLC4A1,FOXI1	3	0	0	148							27
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Intercalated	ATP6V1B1,SLC4A1,FOXI1	ATP6V1B1,SLC4A1,FOXI1	3	0.00728582586564722	0.0113421550094518	2645							3
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Intercalated	ATP6V1B1,SLC4A1,FOXI1	ATP6V1B1,SLC4A1,FOXI1	3	0.00429336319086891	0.0116933737548722	2309							4
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Intercalated	ATP6V1B1,SLC4A1,FOXI1	ATP6V1B1,SLC4A1,FOXI1	3	0.00762781064121322	0.022412970910825	2097							5
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Intercalated	ATP6V1B1,SLC4A1,FOXI1	ATP6V1B1,SLC4A1,FOXI1	3	0.00683200652350342	0.0151120375195414	1919							6
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Intercalated	ATP6V1B1,SLC4A1,FOXI1	ATP6V1B1,SLC4A1,FOXI1	3	0.00387463028045059	0.00919540229885057	1740							7
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Intercalated	ATP6V1B1,SLC4A1,FOXI1	ATP6V1B1,SLC4A1,FOXI1	3	0.00772676678060649	0.0141509433962264	1696							8
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Intercalated	ATP6V1B1,SLC4A1,FOXI1	ATP6V1B1,SLC4A1,FOXI1	3	0.0113175685089458	0.0131168019987508	1601							9
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Injured_undifferentiated_epithelial	KRT8,KRT18,PROM1,HAVCR1,VCAM1	KRT8,KRT18,PROM1,HAVCR1,VCAM1	5	0.386381316860742	0.559760739532355	9195							0
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Injured_undifferentiated_epithelial	KRT8,KRT18,PROM1,HAVCR1,VCAM1	KRT8,KRT18,PROM1,HAVCR1,VCAM1	5	0.303255850717075	0.472421609369097	5294							1
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Injured_undifferentiated_epithelial	KRT8,KRT18,PROM1,HAVCR1,VCAM1	KRT8,KRT18,PROM1,HAVCR1,VCAM1	5	0.316631492554022	0.742295081967213	1525							10
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Injured_undifferentiated_epithelial	KRT8,KRT18,PROM1,HAVCR1,VCAM1	KRT8,KRT18,PROM1,HAVCR1,VCAM1	5	0.451645939093845	0.848667239896819	1163							11
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Injured_undifferentiated_epithelial	KRT8,KRT18,PROM1,HAVCR1,VCAM1	KRT8,KRT18,PROM1,HAVCR1,VCAM1	5	0.188371671715384	0.4833984375	1024							12
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Injured_undifferentiated_epithelial	KRT8,KRT18,PROM1,HAVCR1,VCAM1	KRT8,KRT18,PROM1,HAVCR1,VCAM1	5	0.385086751604708	0.904954499494439	989							13
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Injured_undifferentiated_epithelial	KRT8,KRT18,PROM1,HAVCR1,VCAM1	KRT8,KRT18,PROM1,HAVCR1,VCAM1	5	0.26838018890175	0.668704156479218	818							14
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Injured_undifferentiated_epithelial	KRT8,KRT18,PROM1,HAVCR1,VCAM1	KRT8,KRT18,PROM1,HAVCR1,VCAM1	5	0.39105313332736	0.833846153846154	650							15
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Injured_undifferentiated_epithelial	KRT8,KRT18,PROM1,HAVCR1,VCAM1	KRT8,KRT18,PROM1,HAVCR1,VCAM1	5	0.315731126644381	0.805237315875614	611							16
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Injured_undifferentiated_epithelial	KRT8,KRT18,PROM1,HAVCR1,VCAM1	KRT8,KRT18,PROM1,HAVCR1,VCAM1	5	0.286940059353538	0.687394957983193	595							17
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Injured_undifferentiated_epithelial	KRT8,KRT18,PROM1,HAVCR1,VCAM1	KRT8,KRT18,PROM1,HAVCR1,VCAM1	5	0.325952080497458	0.798148148148148	540							18
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Injured_undifferentiated_epithelial	KRT8,KRT18,PROM1,HAVCR1,VCAM1	KRT8,KRT18,PROM1,HAVCR1,VCAM1	5	0.359722793899909	0.801851851851852	540							19
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Injured_undifferentiated_epithelial	KRT8,KRT18,PROM1,HAVCR1,VCAM1	KRT8,KRT18,PROM1,HAVCR1,VCAM1	5	0.252269182168527	0.706135386008603	4417							2
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Injured_undifferentiated_epithelial	KRT8,KRT18,PROM1,HAVCR1,VCAM1	KRT8,KRT18,PROM1,HAVCR1,VCAM1	5	0.272936350458287	0.809701492537313	536							20
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Injured_undifferentiated_epithelial	KRT8,KRT18,PROM1,HAVCR1,VCAM1	KRT8,KRT18,PROM1,HAVCR1,VCAM1	5	0.370377077183439	0.908141962421712	479							21
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Injured_undifferentiated_epithelial	KRT8,KRT18,PROM1,HAVCR1,VCAM1	KRT8,KRT18,PROM1,HAVCR1,VCAM1	5	0.264195433212687	0.585034013605442	441							22
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Injured_undifferentiated_epithelial	KRT8,KRT18,PROM1,HAVCR1,VCAM1	KRT8,KRT18,PROM1,HAVCR1,VCAM1	5	0.280877505593945	0.626086956521739	345							23
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Injured_undifferentiated_epithelial	KRT8,KRT18,PROM1,HAVCR1,VCAM1	KRT8,KRT18,PROM1,HAVCR1,VCAM1	5	0.298828263511658	0.845833333333333	240							24
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Injured_undifferentiated_epithelial	KRT8,KRT18,PROM1,HAVCR1,VCAM1	KRT8,KRT18,PROM1,HAVCR1,VCAM1	5	1.02120909767751	1	165							25
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Injured_undifferentiated_epithelial	KRT8,KRT18,PROM1,HAVCR1,VCAM1	KRT8,KRT18,PROM1,HAVCR1,VCAM1	5	0.250540036393901	0.801282051282051	156							26
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Injured_undifferentiated_epithelial	KRT8,KRT18,PROM1,HAVCR1,VCAM1	KRT8,KRT18,PROM1,HAVCR1,VCAM1	5	0.188914090852977	0.527027027027027	148							27
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Injured_undifferentiated_epithelial	KRT8,KRT18,PROM1,HAVCR1,VCAM1	KRT8,KRT18,PROM1,HAVCR1,VCAM1	5	0.256265133767205	0.540642722117202	2645							3
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Injured_undifferentiated_epithelial	KRT8,KRT18,PROM1,HAVCR1,VCAM1	KRT8,KRT18,PROM1,HAVCR1,VCAM1	5	0.402011602957223	0.797747942832395	2309							4
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Injured_undifferentiated_epithelial	KRT8,KRT18,PROM1,HAVCR1,VCAM1	KRT8,KRT18,PROM1,HAVCR1,VCAM1	5	0.500385169525171	0.925131139723414	2097							5
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Injured_undifferentiated_epithelial	KRT8,KRT18,PROM1,HAVCR1,VCAM1	KRT8,KRT18,PROM1,HAVCR1,VCAM1	5	0.273984288212411	0.640437727983325	1919							6
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Injured_undifferentiated_epithelial	KRT8,KRT18,PROM1,HAVCR1,VCAM1	KRT8,KRT18,PROM1,HAVCR1,VCAM1	5	0.267804090745118	0.605172413793104	1740							7
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Injured_undifferentiated_epithelial	KRT8,KRT18,PROM1,HAVCR1,VCAM1	KRT8,KRT18,PROM1,HAVCR1,VCAM1	5	0.27232622714042	0.57252358490566	1696							8
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Injured_undifferentiated_epithelial	KRT8,KRT18,PROM1,HAVCR1,VCAM1	KRT8,KRT18,PROM1,HAVCR1,VCAM1	5	0.801474532311781	0.850718301061836	1601							9
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Endothelial	PECAM1,VWF,KDR,EMCN	PECAM1,VWF,KDR,EMCN	4	0.0875252789697323	0.12452419793366	9195							0
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Endothelial	PECAM1,VWF,KDR,EMCN	PECAM1,VWF,KDR,EMCN	4	0.0959722259256511	0.133169625991689	5294							1
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Endothelial	PECAM1,VWF,KDR,EMCN	PECAM1,VWF,KDR,EMCN	4	0.0549563885087939	0.159344262295082	1525							10
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Endothelial	PECAM1,VWF,KDR,EMCN	PECAM1,VWF,KDR,EMCN	4	0.0617144553682871	0.197764402407567	1163							11
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Endothelial	PECAM1,VWF,KDR,EMCN	PECAM1,VWF,KDR,EMCN	4	0.185656504987517	0.4296875	1024							12
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Endothelial	PECAM1,VWF,KDR,EMCN	PECAM1,VWF,KDR,EMCN	4	0.56137444866125	0.765419615773509	989							13
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Endothelial	PECAM1,VWF,KDR,EMCN	PECAM1,VWF,KDR,EMCN	4	1.22138964290204	0.965770171149144	818							14
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Endothelial	PECAM1,VWF,KDR,EMCN	PECAM1,VWF,KDR,EMCN	4	0.0926539316345421	0.289230769230769	650							15
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Endothelial	PECAM1,VWF,KDR,EMCN	PECAM1,VWF,KDR,EMCN	4	0.0373883896135195	0.14075286415712	611							16
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Endothelial	PECAM1,VWF,KDR,EMCN	PECAM1,VWF,KDR,EMCN	4	0.0441231461729287	0.139495798319328	595							17
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Endothelial	PECAM1,VWF,KDR,EMCN	PECAM1,VWF,KDR,EMCN	4	0.0660063393629462	0.166666666666667	540							18
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Endothelial	PECAM1,VWF,KDR,EMCN	PECAM1,VWF,KDR,EMCN	4	0.0847442020923662	0.237037037037037	540							19
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Endothelial	PECAM1,VWF,KDR,EMCN	PECAM1,VWF,KDR,EMCN	4	0.0454412228429561	0.161648177496038	4417							2
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Endothelial	PECAM1,VWF,KDR,EMCN	PECAM1,VWF,KDR,EMCN	4	0.169020420695844	0.593283582089552	536							20
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Endothelial	PECAM1,VWF,KDR,EMCN	PECAM1,VWF,KDR,EMCN	4	0.156564757100746	0.490605427974948	479							21
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Endothelial	PECAM1,VWF,KDR,EMCN	PECAM1,VWF,KDR,EMCN	4	0.15580150287835	0.297052154195011	441							22
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Endothelial	PECAM1,VWF,KDR,EMCN	PECAM1,VWF,KDR,EMCN	4	0.229931575553213	0.443478260869565	345							23
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Endothelial	PECAM1,VWF,KDR,EMCN	PECAM1,VWF,KDR,EMCN	4	0.047126888090098	0.233333333333333	240							24
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Endothelial	PECAM1,VWF,KDR,EMCN	PECAM1,VWF,KDR,EMCN	4	0.111356681485728	0.448484848484848	165							25
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Endothelial	PECAM1,VWF,KDR,EMCN	PECAM1,VWF,KDR,EMCN	4	0.114993345658804	0.423076923076923	156							26
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Endothelial	PECAM1,VWF,KDR,EMCN	PECAM1,VWF,KDR,EMCN	4	0.107457202753211	0.243243243243243	148							27
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Endothelial	PECAM1,VWF,KDR,EMCN	PECAM1,VWF,KDR,EMCN	4	0.266341105971058	0.471455576559546	2645							3
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Endothelial	PECAM1,VWF,KDR,EMCN	PECAM1,VWF,KDR,EMCN	4	0.0491848627733637	0.158077089649199	2309							4
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Endothelial	PECAM1,VWF,KDR,EMCN	PECAM1,VWF,KDR,EMCN	4	0.0480985840330296	0.181211254172628	2097							5
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Endothelial	PECAM1,VWF,KDR,EMCN	PECAM1,VWF,KDR,EMCN	4	0.199859487462076	0.459093277748828	1919							6
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Endothelial	PECAM1,VWF,KDR,EMCN	PECAM1,VWF,KDR,EMCN	4	1.32725982636427	0.968390804597701	1740							7
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Endothelial	PECAM1,VWF,KDR,EMCN	PECAM1,VWF,KDR,EMCN	4	0.175099106469034	0.359669811320755	1696							8
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Endothelial	PECAM1,VWF,KDR,EMCN	PECAM1,VWF,KDR,EMCN	4	0.139718953191289	0.173016864459713	1601							9
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Fibroblast_stromal	DCN,LUM,COL1A1,COL1A2	DCN,LUM,COL1A1,COL1A2	4	0.304797201535873	0.389015769439913	9195							0
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Fibroblast_stromal	DCN,LUM,COL1A1,COL1A2	DCN,LUM,COL1A1,COL1A2	4	0.460136744316644	0.49376652814507	5294							1
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Fibroblast_stromal	DCN,LUM,COL1A1,COL1A2	DCN,LUM,COL1A1,COL1A2	4	0.0840247764525669	0.229508196721311	1525							10
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Fibroblast_stromal	DCN,LUM,COL1A1,COL1A2	DCN,LUM,COL1A1,COL1A2	4	0.178592567446241	0.462596732588134	1163							11
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Fibroblast_stromal	DCN,LUM,COL1A1,COL1A2	DCN,LUM,COL1A1,COL1A2	4	0.964783018775792	0.8837890625	1024							12
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Fibroblast_stromal	DCN,LUM,COL1A1,COL1A2	DCN,LUM,COL1A1,COL1A2	4	0.376343194079524	0.622851365015167	989							13
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Fibroblast_stromal	DCN,LUM,COL1A1,COL1A2	DCN,LUM,COL1A1,COL1A2	4	0.292845887065394	0.49877750611247	818							14
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Fibroblast_stromal	DCN,LUM,COL1A1,COL1A2	DCN,LUM,COL1A1,COL1A2	4	0.116401929450189	0.332307692307692	650							15
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Fibroblast_stromal	DCN,LUM,COL1A1,COL1A2	DCN,LUM,COL1A1,COL1A2	4	0.117191403611862	0.361702127659575	611							16
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Fibroblast_stromal	DCN,LUM,COL1A1,COL1A2	DCN,LUM,COL1A1,COL1A2	4	0.1393286041445	0.336134453781513	595							17
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Fibroblast_stromal	DCN,LUM,COL1A1,COL1A2	DCN,LUM,COL1A1,COL1A2	4	0.161710449143127	0.425925925925926	540							18
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Fibroblast_stromal	DCN,LUM,COL1A1,COL1A2	DCN,LUM,COL1A1,COL1A2	4	0.100455487474193	0.246296296296296	540							19
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Fibroblast_stromal	DCN,LUM,COL1A1,COL1A2	DCN,LUM,COL1A1,COL1A2	4	0.1562488997301	0.445098483133348	4417							2
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Fibroblast_stromal	DCN,LUM,COL1A1,COL1A2	DCN,LUM,COL1A1,COL1A2	4	0.748820501602447	0.955223880597015	536							20
broad_marker_audit	results/tables/gse231569_marker_audit.tsv			seurat_cluster	Fibroblast_stromal	DCN,LUM,COL1A1,COL1A2	DCN,LUM,COL1A1,COL1A2	4	1.03615481648729	0.949895615866388	479							21
