gene	reporting_group	curated_exemplar_flag	broad_compartment	mean_expression	detection_fraction	n_donors_detected	dominant_compartment	loop_tal_detection_fraction	loop_tal_mean_expression	notes
LINC02875	R1_MAGMA_Bonferroni_only	no	Injured_undifferentiated_epithelial		0	0	not_detected	0	0	gene not present in Seurat rownames
LINC02875	R1_MAGMA_Bonferroni_only	no	Loop_of_Henle_TAL		0	0	not_detected	0	0	gene not present in Seurat rownames
LINC02875	R1_MAGMA_Bonferroni_only	no	Pericyte_smooth_muscle		0	0	not_detected	0	0	gene not present in Seurat rownames
LMAN2	R1_MAGMA_Bonferroni_only	no	Collecting_duct_principal	0.229481360845215	0.156044649774742	4	Pericyte_smooth_muscle	0.146296296296296	0.208974304153093	descriptive single-gene expression summary; no gene-level causal inference
LMAN2	R1_MAGMA_Bonferroni_only	no	Endothelial	0.191848809487382	0.13408913213448	4	Pericyte_smooth_muscle	0.146296296296296	0.208974304153093	descriptive single-gene expression summary; no gene-level causal inference
LMAN2	R1_MAGMA_Bonferroni_only	no	Fibroblast_stromal	0.234615268672267	0.16072472238457	4	Pericyte_smooth_muscle	0.146296296296296	0.208974304153093	descriptive single-gene expression summary; no gene-level causal inference
LMAN2	R1_MAGMA_Bonferroni_only	no	Injured_undifferentiated_epithelial	0.231163792114772	0.151630664972469	4	Pericyte_smooth_muscle	0.146296296296296	0.208974304153093	descriptive single-gene expression summary; no gene-level causal inference
LMAN2	R1_MAGMA_Bonferroni_only	no	Loop_of_Henle_TAL	0.208974304153093	0.146296296296296	3	Pericyte_smooth_muscle	0.146296296296296	0.208974304153093	descriptive single-gene expression summary; no gene-level causal inference
LMAN2	R1_MAGMA_Bonferroni_only	no	Pericyte_smooth_muscle	0.303635399724141	0.202702702702703	3	Pericyte_smooth_muscle	0.146296296296296	0.208974304153093	descriptive single-gene expression summary; no gene-level causal inference
LRRC37A	R1_MAGMA_Bonferroni_only	no	Collecting_duct_principal	0.0264848079152346	0.0278343711440787	4	Loop_of_Henle_TAL	0.0333333333333333	0.0342706552754328	descriptive single-gene expression summary; no gene-level causal inference
LRRC37A	R1_MAGMA_Bonferroni_only	no	Endothelial	0.032228810786847	0.0336200156372166	4	Loop_of_Henle_TAL	0.0333333333333333	0.0342706552754328	descriptive single-gene expression summary; no gene-level causal inference
LRRC37A	R1_MAGMA_Bonferroni_only	no	Fibroblast_stromal	0.0290397398510809	0.0298071303331385	4	Loop_of_Henle_TAL	0.0333333333333333	0.0342706552754328	descriptive single-gene expression summary; no gene-level causal inference
LRRC37A	R1_MAGMA_Bonferroni_only	no	Injured_undifferentiated_epithelial	0.0312689940309379	0.0317662007623888	3	Loop_of_Henle_TAL	0.0333333333333333	0.0342706552754328	descriptive single-gene expression summary; no gene-level causal inference
LRRC37A	R1_MAGMA_Bonferroni_only	no	Loop_of_Henle_TAL	0.0342706552754328	0.0333333333333333	2	Loop_of_Henle_TAL	0.0333333333333333	0.0342706552754328	descriptive single-gene expression summary; no gene-level causal inference
LRRC37A	R1_MAGMA_Bonferroni_only	no	Pericyte_smooth_muscle	0.032026211612205	0.0337837837837838	2	Loop_of_Henle_TAL	0.0333333333333333	0.0342706552754328	descriptive single-gene expression summary; no gene-level causal inference
MAPT	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Collecting_duct_principal	0.00773530734445723	0.00657120720824127	4	Fibroblast_stromal	0.00740740740740741	0.00658601976053134	descriptive single-gene expression summary; no gene-level causal inference
MAPT	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Endothelial	0.00422832779787956	0.00469116497263487	4	Fibroblast_stromal	0.00740740740740741	0.00658601976053134	descriptive single-gene expression summary; no gene-level causal inference
MAPT	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Fibroblast_stromal	0.00963432831970797	0.00789012273524255	3	Fibroblast_stromal	0.00740740740740741	0.00658601976053134	descriptive single-gene expression summary; no gene-level causal inference
MAPT	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Injured_undifferentiated_epithelial	0.00771799900906985	0.0072003388394748	3	Fibroblast_stromal	0.00740740740740741	0.00658601976053134	descriptive single-gene expression summary; no gene-level causal inference
MAPT	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Loop_of_Henle_TAL	0.00658601976053134	0.00740740740740741	2	Fibroblast_stromal	0.00740740740740741	0.00658601976053134	descriptive single-gene expression summary; no gene-level causal inference
MAPT	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Pericyte_smooth_muscle	0	0	0	Fibroblast_stromal	0.00740740740740741	0.00658601976053134	descriptive single-gene expression summary; no gene-level causal inference
MED1	R2_MAGMA_Bonferroni_plus_multi_snp_TWAS_proxy	no	Collecting_duct_principal	0.119424198941658	0.0975063846882263	4	Pericyte_smooth_muscle	0.087037037037037	0.120343410739873	descriptive single-gene expression summary; no gene-level causal inference
MED1	R2_MAGMA_Bonferroni_plus_multi_snp_TWAS_proxy	no	Endothelial	0.118494551278754	0.0992963252541048	4	Pericyte_smooth_muscle	0.087037037037037	0.120343410739873	descriptive single-gene expression summary; no gene-level causal inference
MED1	R2_MAGMA_Bonferroni_plus_multi_snp_TWAS_proxy	no	Fibroblast_stromal	0.112125113392617	0.0946814728229106	4	Pericyte_smooth_muscle	0.087037037037037	0.120343410739873	descriptive single-gene expression summary; no gene-level causal inference
MED1	R2_MAGMA_Bonferroni_plus_multi_snp_TWAS_proxy	no	Injured_undifferentiated_epithelial	0.12653971529219	0.100381194409149	4	Pericyte_smooth_muscle	0.087037037037037	0.120343410739873	descriptive single-gene expression summary; no gene-level causal inference
MED1	R2_MAGMA_Bonferroni_plus_multi_snp_TWAS_proxy	no	Loop_of_Henle_TAL	0.120343410739873	0.087037037037037	3	Pericyte_smooth_muscle	0.087037037037037	0.120343410739873	descriptive single-gene expression summary; no gene-level causal inference
MED1	R2_MAGMA_Bonferroni_plus_multi_snp_TWAS_proxy	no	Pericyte_smooth_muscle	0.170265944235133	0.108108108108108	3	Pericyte_smooth_muscle	0.087037037037037	0.120343410739873	descriptive single-gene expression summary; no gene-level causal inference
MINDY4	R1_MAGMA_Bonferroni_only	no	Collecting_duct_principal	0.140580212545088	0.122241671210078	4	Pericyte_smooth_muscle	0.125925925925926	0.15581509597574	descriptive single-gene expression summary; no gene-level causal inference
MINDY4	R1_MAGMA_Bonferroni_only	no	Endothelial	0.143242511601995	0.126270523846755	4	Pericyte_smooth_muscle	0.125925925925926	0.15581509597574	descriptive single-gene expression summary; no gene-level causal inference
MINDY4	R1_MAGMA_Bonferroni_only	no	Fibroblast_stromal	0.150747790321635	0.127995324371712	4	Pericyte_smooth_muscle	0.125925925925926	0.15581509597574	descriptive single-gene expression summary; no gene-level causal inference
MINDY4	R1_MAGMA_Bonferroni_only	no	Injured_undifferentiated_epithelial	0.134468368948143	0.113511224057603	4	Pericyte_smooth_muscle	0.125925925925926	0.15581509597574	descriptive single-gene expression summary; no gene-level causal inference
MINDY4	R1_MAGMA_Bonferroni_only	no	Loop_of_Henle_TAL	0.15581509597574	0.125925925925926	4	Pericyte_smooth_muscle	0.125925925925926	0.15581509597574	descriptive single-gene expression summary; no gene-level causal inference
MINDY4	R1_MAGMA_Bonferroni_only	no	Pericyte_smooth_muscle	0.222203565730448	0.162162162162162	3	Pericyte_smooth_muscle	0.125925925925926	0.15581509597574	descriptive single-gene expression summary; no gene-level causal inference
MRPL33	R1_MAGMA_Bonferroni_only	no	Collecting_duct_principal	0.56691647140427	0.34821659158082	4	Fibroblast_stromal	0.351851851851852	0.553101396023608	descriptive single-gene expression summary; no gene-level causal inference
MRPL33	R1_MAGMA_Bonferroni_only	no	Endothelial	0.539713354888195	0.345191555903049	4	Fibroblast_stromal	0.351851851851852	0.553101396023608	descriptive single-gene expression summary; no gene-level causal inference
MRPL33	R1_MAGMA_Bonferroni_only	no	Fibroblast_stromal	0.578289828711554	0.355639976621859	4	Fibroblast_stromal	0.351851851851852	0.553101396023608	descriptive single-gene expression summary; no gene-level causal inference
MRPL33	R1_MAGMA_Bonferroni_only	no	Injured_undifferentiated_epithelial	0.574006168749107	0.342227869546802	4	Fibroblast_stromal	0.351851851851852	0.553101396023608	descriptive single-gene expression summary; no gene-level causal inference
MRPL33	R1_MAGMA_Bonferroni_only	no	Loop_of_Henle_TAL	0.553101396023608	0.351851851851852	4	Fibroblast_stromal	0.351851851851852	0.553101396023608	descriptive single-gene expression summary; no gene-level causal inference
MRPL33	R1_MAGMA_Bonferroni_only	no	Pericyte_smooth_muscle	0.544586013627755	0.317567567567568	3	Fibroblast_stromal	0.351851851851852	0.553101396023608	descriptive single-gene expression summary; no gene-level causal inference
MXD3	R1_MAGMA_Bonferroni_only	no	Collecting_duct_principal	0.0115749304009023	0.0106459295819105	4	Loop_of_Henle_TAL	0.0166666666666667	0.0166559387877527	descriptive single-gene expression summary; no gene-level causal inference
MXD3	R1_MAGMA_Bonferroni_only	no	Endothelial	0.00636980128290947	0.00625488663017983	4	Loop_of_Henle_TAL	0.0166666666666667	0.0166559387877527	descriptive single-gene expression summary; no gene-level causal inference
MXD3	R1_MAGMA_Bonferroni_only	no	Fibroblast_stromal	0.0146979573434643	0.0128579777907656	4	Loop_of_Henle_TAL	0.0166666666666667	0.0166559387877527	descriptive single-gene expression summary; no gene-level causal inference
MXD3	R1_MAGMA_Bonferroni_only	no	Injured_undifferentiated_epithelial	0.0109968236270145	0.0110122829309615	2	Loop_of_Henle_TAL	0.0166666666666667	0.0166559387877527	descriptive single-gene expression summary; no gene-level causal inference
MXD3	R1_MAGMA_Bonferroni_only	no	Loop_of_Henle_TAL	0.0166559387877527	0.0166666666666667	2	Loop_of_Henle_TAL	0.0166666666666667	0.0166559387877527	descriptive single-gene expression summary; no gene-level causal inference
MXD3	R1_MAGMA_Bonferroni_only	no	Pericyte_smooth_muscle	0.00678311678286387	0.00675675675675676	1	Loop_of_Henle_TAL	0.0166666666666667	0.0166559387877527	descriptive single-gene expression summary; no gene-level causal inference
NEK4	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Collecting_duct_principal	0.119710751837273	0.102614135269305	4	Pericyte_smooth_muscle	0.114814814814815	0.142862970284085	descriptive single-gene expression summary; no gene-level causal inference
NEK4	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Endothelial	0.127248232772506	0.110633307271306	4	Pericyte_smooth_muscle	0.114814814814815	0.142862970284085	descriptive single-gene expression summary; no gene-level causal inference
NEK4	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Fibroblast_stromal	0.112751388442162	0.0973115137346581	4	Pericyte_smooth_muscle	0.114814814814815	0.142862970284085	descriptive single-gene expression summary; no gene-level causal inference
NEK4	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Injured_undifferentiated_epithelial	0.123210285661769	0.0982634476916561	4	Pericyte_smooth_muscle	0.114814814814815	0.142862970284085	descriptive single-gene expression summary; no gene-level causal inference
NEK4	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Loop_of_Henle_TAL	0.142862970284085	0.114814814814815	3	Pericyte_smooth_muscle	0.114814814814815	0.142862970284085	descriptive single-gene expression summary; no gene-level causal inference
NEK4	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Pericyte_smooth_muscle	0.172480454166723	0.148648648648649	3	Pericyte_smooth_muscle	0.114814814814815	0.142862970284085	descriptive single-gene expression summary; no gene-level causal inference
PDILT	R1_MAGMA_Bonferroni_only	no	Collecting_duct_principal	0.000703048554950849	0.000688685471606072	3	Loop_of_Henle_TAL	0.00185185185185185	0.00270928258823416	descriptive single-gene expression summary; no gene-level causal inference
PDILT	R1_MAGMA_Bonferroni_only	no	Endothelial	0.00157113723728839	0.00156372165754496	3	Loop_of_Henle_TAL	0.00185185185185185	0.00270928258823416	descriptive single-gene expression summary; no gene-level causal inference
PDILT	R1_MAGMA_Bonferroni_only	no	Fibroblast_stromal	0.00023089398503143	0.000292226767971946	1	Loop_of_Henle_TAL	0.00185185185185185	0.00270928258823416	descriptive single-gene expression summary; no gene-level causal inference
PDILT	R1_MAGMA_Bonferroni_only	no	Injured_undifferentiated_epithelial	0	0	0	Loop_of_Henle_TAL	0.00185185185185185	0.00270928258823416	descriptive single-gene expression summary; no gene-level causal inference
PDILT	R1_MAGMA_Bonferroni_only	no	Loop_of_Henle_TAL	0.00270928258823416	0.00185185185185185	1	Loop_of_Henle_TAL	0.00185185185185185	0.00270928258823416	descriptive single-gene expression summary; no gene-level causal inference
PDILT	R1_MAGMA_Bonferroni_only	no	Pericyte_smooth_muscle	0	0	0	Loop_of_Henle_TAL	0.00185185185185185	0.00270928258823416	descriptive single-gene expression summary; no gene-level causal inference
PKD2	R1_MAGMA_Bonferroni_only	yes	Collecting_duct_principal	0.705762427634997	0.419380756980114	4	Pericyte_smooth_muscle	0.409259259259259	0.6666852750425	descriptive single-gene expression summary; no gene-level causal inference
PKD2	R1_MAGMA_Bonferroni_only	yes	Endothelial	0.721469168959448	0.426505082095387	4	Pericyte_smooth_muscle	0.409259259259259	0.6666852750425	descriptive single-gene expression summary; no gene-level causal inference
PKD2	R1_MAGMA_Bonferroni_only	yes	Fibroblast_stromal	0.692659826264766	0.420514319111631	4	Pericyte_smooth_muscle	0.409259259259259	0.6666852750425	descriptive single-gene expression summary; no gene-level causal inference
PKD2	R1_MAGMA_Bonferroni_only	yes	Injured_undifferentiated_epithelial	0.690883296821925	0.411266412537061	4	Pericyte_smooth_muscle	0.409259259259259	0.6666852750425	descriptive single-gene expression summary; no gene-level causal inference
PKD2	R1_MAGMA_Bonferroni_only	yes	Loop_of_Henle_TAL	0.6666852750425	0.409259259259259	4	Pericyte_smooth_muscle	0.409259259259259	0.6666852750425	descriptive single-gene expression summary; no gene-level causal inference
PKD2	R1_MAGMA_Bonferroni_only	yes	Pericyte_smooth_muscle	0.721507665028169	0.418918918918919	3	Pericyte_smooth_muscle	0.409259259259259	0.6666852750425	descriptive single-gene expression summary; no gene-level causal inference
PRELID1	R1_MAGMA_Bonferroni_only	no	Collecting_duct_principal	0.220892553573164	0.143390054233981	4	Injured_undifferentiated_epithelial	0.114814814814815	0.17737961646853	descriptive single-gene expression summary; no gene-level causal inference
PRELID1	R1_MAGMA_Bonferroni_only	no	Endothelial	0.228793052025511	0.145426114151681	4	Injured_undifferentiated_epithelial	0.114814814814815	0.17737961646853	descriptive single-gene expression summary; no gene-level causal inference
PRELID1	R1_MAGMA_Bonferroni_only	no	Fibroblast_stromal	0.23425653312766	0.156341320864991	4	Injured_undifferentiated_epithelial	0.114814814814815	0.17737961646853	descriptive single-gene expression summary; no gene-level causal inference
PRELID1	R1_MAGMA_Bonferroni_only	no	Injured_undifferentiated_epithelial	0.244750604488023	0.148242270224481	4	Injured_undifferentiated_epithelial	0.114814814814815	0.17737961646853	descriptive single-gene expression summary; no gene-level causal inference
PRELID1	R1_MAGMA_Bonferroni_only	no	Loop_of_Henle_TAL	0.17737961646853	0.114814814814815	3	Injured_undifferentiated_epithelial	0.114814814814815	0.17737961646853	descriptive single-gene expression summary; no gene-level causal inference
PRELID1	R1_MAGMA_Bonferroni_only	no	Pericyte_smooth_muscle	0.198985369848611	0.121621621621622	3	Injured_undifferentiated_epithelial	0.114814814814815	0.17737961646853	descriptive single-gene expression summary; no gene-level causal inference
PTGER1	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Collecting_duct_principal	0.116288303695878	0.0771614680478636	4	Loop_of_Henle_TAL	0.0814814814814815	0.134782929193503	descriptive single-gene expression summary; no gene-level causal inference
PTGER1	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Endothelial	0.11908837732564	0.0789679437060203	4	Loop_of_Henle_TAL	0.0814814814814815	0.134782929193503	descriptive single-gene expression summary; no gene-level causal inference
PTGER1	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Fibroblast_stromal	0.121953283738993	0.0818234950321449	4	Loop_of_Henle_TAL	0.0814814814814815	0.134782929193503	descriptive single-gene expression summary; no gene-level causal inference
PTGER1	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Injured_undifferentiated_epithelial	0.108369395769871	0.0715798390512495	4	Loop_of_Henle_TAL	0.0814814814814815	0.134782929193503	descriptive single-gene expression summary; no gene-level causal inference
PTGER1	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Loop_of_Henle_TAL	0.134782929193503	0.0814814814814815	3	Loop_of_Henle_TAL	0.0814814814814815	0.134782929193503	descriptive single-gene expression summary; no gene-level causal inference
PTGER1	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Pericyte_smooth_muscle	0.0982606967615351	0.0608108108108108	2	Loop_of_Henle_TAL	0.0814814814814815	0.134782929193503	descriptive single-gene expression summary; no gene-level causal inference
PTGS2	R1_MAGMA_Bonferroni_only	no	Collecting_duct_principal	0.149418607177276	0.0849665700593991	4	Fibroblast_stromal	0.0796296296296296	0.128968018226881	descriptive single-gene expression summary; no gene-level causal inference
PTGS2	R1_MAGMA_Bonferroni_only	no	Endothelial	0.156014421186751	0.0867865519937451	4	Fibroblast_stromal	0.0796296296296296	0.128968018226881	descriptive single-gene expression summary; no gene-level causal inference
PTGS2	R1_MAGMA_Bonferroni_only	no	Fibroblast_stromal	0.161694490439326	0.0894213909994156	4	Fibroblast_stromal	0.0796296296296296	0.128968018226881	descriptive single-gene expression summary; no gene-level causal inference
PTGS2	R1_MAGMA_Bonferroni_only	no	Injured_undifferentiated_epithelial	0.160708130148008	0.0910631088521813	4	Fibroblast_stromal	0.0796296296296296	0.128968018226881	descriptive single-gene expression summary; no gene-level causal inference
PTGS2	R1_MAGMA_Bonferroni_only	no	Loop_of_Henle_TAL	0.128968018226881	0.0796296296296296	2	Fibroblast_stromal	0.0796296296296296	0.128968018226881	descriptive single-gene expression summary; no gene-level causal inference
PTGS2	R1_MAGMA_Bonferroni_only	no	Pericyte_smooth_muscle	0.120466652212122	0.0810810810810811	3	Fibroblast_stromal	0.0796296296296296	0.128968018226881	descriptive single-gene expression summary; no gene-level causal inference
RAB29	R1_MAGMA_Bonferroni_only	no	Collecting_duct_principal	0.088783497368883	0.0648799104708887	4	Pericyte_smooth_muscle	0.0722222222222222	0.0994736429002767	descriptive single-gene expression summary; no gene-level causal inference
RAB29	R1_MAGMA_Bonferroni_only	no	Endothelial	0.0923910664637729	0.0633307271305708	4	Pericyte_smooth_muscle	0.0722222222222222	0.0994736429002767	descriptive single-gene expression summary; no gene-level causal inference
RAB29	R1_MAGMA_Bonferroni_only	no	Fibroblast_stromal	0.0821454611659824	0.0601987142022209	4	Pericyte_smooth_muscle	0.0722222222222222	0.0994736429002767	descriptive single-gene expression summary; no gene-level causal inference
RAB29	R1_MAGMA_Bonferroni_only	no	Injured_undifferentiated_epithelial	0.0820492133780466	0.0580262600592969	3	Pericyte_smooth_muscle	0.0722222222222222	0.0994736429002767	descriptive single-gene expression summary; no gene-level causal inference
RAB29	R1_MAGMA_Bonferroni_only	no	Loop_of_Henle_TAL	0.0994736429002767	0.0722222222222222	3	Pericyte_smooth_muscle	0.0722222222222222	0.0994736429002767	descriptive single-gene expression summary; no gene-level causal inference
RAB29	R1_MAGMA_Bonferroni_only	no	Pericyte_smooth_muscle	0.12941756432853	0.0878378378378378	2	Pericyte_smooth_muscle	0.0722222222222222	0.0994736429002767	descriptive single-gene expression summary; no gene-level causal inference
RBKS	R1_MAGMA_Bonferroni_only	no	Collecting_duct_principal	0.199811555158761	0.157192458894086	4	Endothelial	0.17037037037037	0.203054981825326	descriptive single-gene expression summary; no gene-level causal inference
RBKS	R1_MAGMA_Bonferroni_only	no	Endothelial	0.212502073966543	0.167709147771697	4	Endothelial	0.17037037037037	0.203054981825326	descriptive single-gene expression summary; no gene-level causal inference
RBKS	R1_MAGMA_Bonferroni_only	no	Fibroblast_stromal	0.194955119190861	0.156925774400935	4	Endothelial	0.17037037037037	0.203054981825326	descriptive single-gene expression summary; no gene-level causal inference
RBKS	R1_MAGMA_Bonferroni_only	no	Injured_undifferentiated_epithelial	0.195590072784911	0.149512918254977	4	Endothelial	0.17037037037037	0.203054981825326	descriptive single-gene expression summary; no gene-level causal inference
RBKS	R1_MAGMA_Bonferroni_only	no	Loop_of_Henle_TAL	0.203054981825326	0.17037037037037	4	Endothelial	0.17037037037037	0.203054981825326	descriptive single-gene expression summary; no gene-level causal inference
RBKS	R1_MAGMA_Bonferroni_only	no	Pericyte_smooth_muscle	0.184710007625142	0.141891891891892	3	Endothelial	0.17037037037037	0.203054981825326	descriptive single-gene expression summary; no gene-level causal inference
RGS14	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Collecting_duct_principal	0.0281648191204394	0.02192315417946	4	Loop_of_Henle_TAL	0.0259259259259259	0.0362940477947614	descriptive single-gene expression summary; no gene-level causal inference
RGS14	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Endothelial	0.0293896253509136	0.0226739640344019	4	Loop_of_Henle_TAL	0.0259259259259259	0.0362940477947614	descriptive single-gene expression summary; no gene-level causal inference
RGS14	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Fibroblast_stromal	0.0248635293004696	0.0207481005260082	3	Loop_of_Henle_TAL	0.0259259259259259	0.0362940477947614	descriptive single-gene expression summary; no gene-level causal inference
RGS14	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Injured_undifferentiated_epithelial	0.0334714572864365	0.0232952138924185	4	Loop_of_Henle_TAL	0.0259259259259259	0.0362940477947614	descriptive single-gene expression summary; no gene-level causal inference
RGS14	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Loop_of_Henle_TAL	0.0362940477947614	0.0259259259259259	2	Loop_of_Henle_TAL	0.0259259259259259	0.0362940477947614	descriptive single-gene expression summary; no gene-level causal inference
RGS14	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Pericyte_smooth_muscle	0.0279061549242398	0.027027027027027	2	Loop_of_Henle_TAL	0.0259259259259259	0.0362940477947614	descriptive single-gene expression summary; no gene-level causal inference
RNLS	R1_MAGMA_Bonferroni_only	no	Collecting_duct_principal	0.204725273434034	0.150076042354157	4	Pericyte_smooth_muscle	0.157407407407407	0.222656567071457	descriptive single-gene expression summary; no gene-level causal inference
RNLS	R1_MAGMA_Bonferroni_only	no	Endothelial	0.206452496687167	0.155981235340109	4	Pericyte_smooth_muscle	0.157407407407407	0.222656567071457	descriptive single-gene expression summary; no gene-level causal inference
RNLS	R1_MAGMA_Bonferroni_only	no	Fibroblast_stromal	0.222964913357263	0.161893629456458	4	Pericyte_smooth_muscle	0.157407407407407	0.222656567071457	descriptive single-gene expression summary; no gene-level causal inference
RNLS	R1_MAGMA_Bonferroni_only	no	Injured_undifferentiated_epithelial	0.2128736496345	0.150783566285472	4	Pericyte_smooth_muscle	0.157407407407407	0.222656567071457	descriptive single-gene expression summary; no gene-level causal inference
RNLS	R1_MAGMA_Bonferroni_only	no	Loop_of_Henle_TAL	0.222656567071457	0.157407407407407	4	Pericyte_smooth_muscle	0.157407407407407	0.222656567071457	descriptive single-gene expression summary; no gene-level causal inference
RNLS	R1_MAGMA_Bonferroni_only	no	Pericyte_smooth_muscle	0.264608687095847	0.189189189189189	3	Pericyte_smooth_muscle	0.157407407407407	0.222656567071457	descriptive single-gene expression summary; no gene-level causal inference
SAG	R1_MAGMA_Bonferroni_only	no	Collecting_duct_principal	0.000840154414683984	0.000746075927573245	4	Endothelial	0	0	descriptive single-gene expression summary; no gene-level causal inference
SAG	R1_MAGMA_Bonferroni_only	no	Endothelial	0.0015135690392916	0.00156372165754496	3	Endothelial	0	0	descriptive single-gene expression summary; no gene-level causal inference
SAG	R1_MAGMA_Bonferroni_only	no	Fibroblast_stromal	0.000654244639667787	0.000876680303915839	2	Endothelial	0	0	descriptive single-gene expression summary; no gene-level causal inference
SAG	R1_MAGMA_Bonferroni_only	no	Injured_undifferentiated_epithelial	0.000312112521904159	0.000423549343498518	1	Endothelial	0	0	descriptive single-gene expression summary; no gene-level causal inference
SAG	R1_MAGMA_Bonferroni_only	no	Loop_of_Henle_TAL	0	0	0	Endothelial	0	0	descriptive single-gene expression summary; no gene-level causal inference
SAG	R1_MAGMA_Bonferroni_only	no	Pericyte_smooth_muscle	0	0	0	Endothelial	0	0	descriptive single-gene expression summary; no gene-level causal inference
SHROOM3	R1_MAGMA_Bonferroni_only	no	Collecting_duct_principal	0.543925225277869	0.304427673677867	4	Endothelial	0.303703703703704	0.540003073079038	descriptive single-gene expression summary; no gene-level causal inference
SHROOM3	R1_MAGMA_Bonferroni_only	no	Endothelial	0.592703819657225	0.324863174354965	4	Endothelial	0.303703703703704	0.540003073079038	descriptive single-gene expression summary; no gene-level causal inference
SHROOM3	R1_MAGMA_Bonferroni_only	no	Fibroblast_stromal	0.545862844136101	0.310929281122151	4	Endothelial	0.303703703703704	0.540003073079038	descriptive single-gene expression summary; no gene-level causal inference
SHROOM3	R1_MAGMA_Bonferroni_only	no	Injured_undifferentiated_epithelial	0.514715930691707	0.294790343074968	4	Endothelial	0.303703703703704	0.540003073079038	descriptive single-gene expression summary; no gene-level causal inference
SHROOM3	R1_MAGMA_Bonferroni_only	no	Loop_of_Henle_TAL	0.540003073079038	0.303703703703704	4	Endothelial	0.303703703703704	0.540003073079038	descriptive single-gene expression summary; no gene-level causal inference
SHROOM3	R1_MAGMA_Bonferroni_only	no	Pericyte_smooth_muscle	0.482936024150925	0.290540540540541	3	Endothelial	0.303703703703704	0.540003073079038	descriptive single-gene expression summary; no gene-level causal inference
SLC30A10	R1_MAGMA_Bonferroni_only	no	Collecting_duct_principal	0.00177707067110263	0.00157823753909725	4	Injured_undifferentiated_epithelial	0	0	descriptive single-gene expression summary; no gene-level causal inference
SLC30A10	R1_MAGMA_Bonferroni_only	no	Endothelial	0.00197867372569075	0.0019546520719312	4	Injured_undifferentiated_epithelial	0	0	descriptive single-gene expression summary; no gene-level causal inference
SLC30A10	R1_MAGMA_Bonferroni_only	no	Fibroblast_stromal	0.00129049125387509	0.00146113383985973	2	Injured_undifferentiated_epithelial	0	0	descriptive single-gene expression summary; no gene-level causal inference
SLC30A10	R1_MAGMA_Bonferroni_only	no	Injured_undifferentiated_epithelial	0.00221845192878334	0.00169419737399407	3	Injured_undifferentiated_epithelial	0	0	descriptive single-gene expression summary; no gene-level causal inference
SLC30A10	R1_MAGMA_Bonferroni_only	no	Loop_of_Henle_TAL	0	0	0	Injured_undifferentiated_epithelial	0	0	descriptive single-gene expression summary; no gene-level causal inference
SLC30A10	R1_MAGMA_Bonferroni_only	no	Pericyte_smooth_muscle	0	0	0	Injured_undifferentiated_epithelial	0	0	descriptive single-gene expression summary; no gene-level causal inference
SLC34A1	R1_MAGMA_Bonferroni_only	no	Collecting_duct_principal	0.00274452518295797	0.0014634566271629	4	Endothelial	0	0	descriptive single-gene expression summary; no gene-level causal inference
SLC34A1	R1_MAGMA_Bonferroni_only	no	Endothelial	0.00340119356949895	0.00156372165754496	3	Endothelial	0	0	descriptive single-gene expression summary; no gene-level causal inference
SLC34A1	R1_MAGMA_Bonferroni_only	no	Fibroblast_stromal	0.00259054696778321	0.00116890707188779	3	Endothelial	0	0	descriptive single-gene expression summary; no gene-level causal inference
SLC34A1	R1_MAGMA_Bonferroni_only	no	Injured_undifferentiated_epithelial	0.000469293332318301	0.000847098686997035	2	Endothelial	0	0	descriptive single-gene expression summary; no gene-level causal inference
SLC34A1	R1_MAGMA_Bonferroni_only	no	Loop_of_Henle_TAL	0	0	0	Endothelial	0	0	descriptive single-gene expression summary; no gene-level causal inference
